sequence, count
RB VBN IN, 2364
NN NN MD, 2354
VBG PRP$ NN, 2353
NN VBD RP, 2322
NN CC JJ, 2319
PRP$ NNS IN, 2312
TO PRP$ NN, 2297
NN DT JJ, 2291
JJ NNS VBD, 2290
RB IN PRP$, 2289
VB IN NN, 2271
NNS IN PRP, 2259
JJ NN TO, 2250
VBD JJ NN, 2249
JJ NNS CC, 2240
PRP DT NN, 2234
PRP VBD PRP$, 2215
TO VB RP, 2211
PRP VBP IN, 2204
PRP VBP JJ, 2201
RB DT JJ, 2187
JJ NN RB, 2185
PRP VBZ IN, 2180
NN NN RB, 2175
PRP VBD RP, 2168
NN PRP VBZ, 2167
CC DT JJ, 2166
CC JJ NN, 2164
RB VB TO, 2149
JJ IN NN, 2148
VB NN IN, 2148
NN VBZ JJ, 2130
VBD PRP VBD, 2126
VBZ IN DT, 2124
VBD NN IN, 2110
JJ IN PRP, 2109
MD VB JJ, 2108
PRP VBP VBN, 2106
NN NN PRP, 2105
PRP$ NN VBZ, 2080
NN VBZ VBN, 2075
JJ NNS VBP, 2074
VBZ RB JJ, 2068
PRP VBP VBG, 2060
NN POS NNS, 2058
PRP$ NN RB, 2048
NN CC RB, 2047
IN NN NNS, 2012
MD PRP VB, 2007
NN NN NNS, 1995
VB DT NNS, 1988
VBP IN DT, 1986
MD VB RB, 1984
VBD PRP$ NNS, 1982
DT NN MD, 1964
NN WDT VBD, 1955
PRP$ NNS CC, 1954
POS NN VBD, 1950
RB VBD DT, 1945
IN NNS IN, 1938
POS NN NN, 1932
MD VB NN, 1924
NN VBP PRP, 1919
PRP$ JJ NNS, 1904
PRP$ NNS VBD, 1901
NN IN IN, 1889
CD IN DT, 1885
CC VBD PRP, 1883
NNS IN JJ, 1877
TO DT JJ, 1872
VBD DT NNS, 1871
CC PRP$ NN, 1860
CC NN IN, 1855
NN VBG IN, 1853
VBD RP DT, 1852
VBZ TO VB, 1850
IN PRP IN, 1850
NNS VBD RB, 1838
VBD CC VBD, 1835
MD VB TO, 1830
NN RB RB, 1823
RB RB JJ, 1822
CC VBD IN, 1819
NNS VBD IN, 1816
VBZ PRP$ NN, 1813
VBP DT JJ, 1808
NN NN POS, 1778
NNS MD VB, 1772
RB VB NN, 1770
MD VB PRP$, 1769
VBD PRP NN, 1768
JJ NN DT, 1765
WRB NN VBD, 1763
VB PRP$ NNS, 1756
POS JJ NN, 1756
VB PRP RB, 1743
VBG IN NN, 1735
CC VBD DT, 1733
PRP$ NN POS, 1727
VBG DT JJ, 1717
NNS VBP IN, 1716
VBD PRP VB, 1714
PRP VBP PRP, 1710
VBD JJ IN, 1703
DT NNS CC, 1688
NN CD DT, 1684
CC PRP MD, 1667
CD NN NN, 1660
DT NN JJ, 1658
RB VBD PRP, 1656
VBN IN PRP$, 1646
NNS VBD VBN, 1645
PRP$ NN TO, 1641
NN CC PRP$, 1622
RB PRP MD, 1614
PRP VBP TO, 1608
VBP PRP VB, 1600
PRP IN NN, 1600
NN VBP DT, 1596
JJ NN VBG, 1591
IN IN NN, 1588
JJ NN POS, 1585
NN PRP$ NN, 1583
VBP RB JJ, 1579
IN IN PRP, 1567
VBG IN PRP$, 1567
VBD VBN DT, 1566
NNS IN NNS, 1566
RB VB RB, 1563
VBD RB VBG, 1561
NN VBZ VBG, 1543
VBD TO DT, 1539
VB JJ NN, 1533
NN WP VBD, 1533
IN PRP RB, 1526
IN NN PRP, 1526
NNS CC NN, 1522
NN VBD CC, 1521
VBD RB TO, 1520
NN IN CD, 1513
VBG NN IN, 1512
CC NN NN, 1510
NN VBP VBN, 1507
DT NN WDT, 1503
JJ PRP VBD, 1503
NNS CC VBD, 1503
VBN IN PRP, 1497
TO VB TO, 1495
NN NNS CC, 1484
IN NN RB, 1481
VB VBN IN, 1480
VBD IN IN, 1476
CD NN CD, 1465
PRP VB PRP, 1460
CD NNS IN, 1456
RB RB VB, 1452
PRP IN PRP, 1443
VBD RP IN, 1428
NNS PRP VBD, 1422
IN NNS CC, 1417
NN NNS VBD, 1415
NNS VBN IN, 1407
VBD RB DT, 1407
VB PRP DT, 1392
VBD VBN TO, 1388
RB PRP VBP, 1381
CC IN DT, 1379
IN PRP CC, 1376
IN CD NNS, 1375
VB RB IN, 1371
RB VBD IN, 1370
JJ MD VB, 1369
TO VB CC, 1366
VBG IN PRP, 1362
CD NN NNS, 1355
NNS VBP DT, 1354
RB NN VBD, 1351
JJ NNS RB, 1348
VBD JJ CC, 1348
VB IN PRP$, 1346
NN WRB PRP, 1344
DT NN WRB, 1343
PDT DT NN, 1341
VBP VBG TO, 1336
JJ IN PRP$, 1334
POS NN IN, 1330
NN VBG DT, 1324
NN CC IN, 1319
VBP RB VBN, 1316
RB JJ NNS, 1315
NN VBP NN, 1315
RB VB JJ, 1315
RP PRP$ NN, 1311
VBD VBN RB, 1303
CC VB PRP, 1301
IN TO VB, 1299
NNS CC DT, 1298
VBN IN JJ, 1297
DT JJS NN, 1295
VB CC VB, 1288
RB VB PRP$, 1288
CC VBD RB, 1287
NN VBP JJ, 1286
PRP MD VBN, 1282
IN JJ JJ, 1281
NNS VBD DT, 1269
IN NN TO, 1269
NN CC NNS, 1265
CC PRP VBP, 1260
CC PRP VBZ, 1259
VBP JJ NN, 1258
NNS VBP JJ, 1255
NN VBP VBG, 1252
DT NN VBN, 1250
VBZ JJ NN, 1248
NN NN TO, 1238
PRP$ NNS VBP, 1237
IN VBG DT, 1236
NN RB JJ, 1229
WRB DT NN, 1228
VBD PRP RB, 1226
VBD VBG DT, 1225
TO VB VBN, 1223
NNS VBP VBN, 1218
DT IN DT, 1218
PRP VBD CC, 1216
NN NN JJ, 1213
VBD RB CC, 1211
CC VB DT, 1211
TO VB NNS, 1205
NNS DT NN, 1202
IN IN PRP$, 1200
PRP VBZ NN, 1199
PRP VB IN, 1197
VBZ RB VB, 1195
PRP VB DT, 1194
VBP IN NN, 1193
NN VBZ PRP, 1192
VBD PRP DT, 1187
NN WDT VBZ, 1186
VBD VBG TO, 1179
CC JJ NNS, 1178
VB PRP TO, 1175
VBD PRP$ JJ, 1175
PRP$ NN NNS, 1169
WP VBP PRP, 1156
PRP VBZ PRP, 1154
IN NN MD, 1148
RB RB RB, 1147
NN NN DT, 1147
CC VBD PRP$, 1146
IN CD NN, 1146
NNS VBD JJ, 1143
JJ DT NN, 1142
DT NN WP, 1141
JJ NN JJ, 1136
NN IN RB, 1136
PRP VBZ VBG, 1134
DT VBG NN, 1131
CC NN VBP, 1123
VBN DT JJ, 1118
RB JJ TO, 1116
PRP VBZ VBN, 1115
PRP IN PRP$, 1112
VB PRP$ JJ, 1110
PRP$ JJ JJ, 1109
VBD PRP TO, 1108
VB PRP VBD, 1098
VBZ IN NN, 1096
NN CD IN, 1092
CD NN VBZ, 1088
VBP VBN IN, 1087
RB PRP$ NN, 1086
VBD IN JJ, 1085
EX VBD DT, 1080
VB RP IN, 1077
VB PRP RP, 1076
PRP DT JJ, 1076
RB TO DT, 1076
CC DT NNS, 1069
VB RP DT, 1067
CD NN IN, 1061
DT RB JJ, 1058
JJ NN MD, 1055
PRP$ NN PRP, 1050
NN VBZ TO, 1046
RB PRP VBZ, 1046
RB IN JJ, 1042
WRB PRP VBP, 1035
CD DT NN, 1033
NN VBP IN, 1028
VBP RB RB, 1028
VBN PRP$ NN, 1028
VB RB JJ, 1028
POS NN CC, 1023
VBP PRP$ NN, 1020
RB CC VBD, 1020
NNS VBG IN, 1016
CD JJ NN, 1011
NNS VBP NN, 1011
RP DT JJ, 995
RB VBN TO, 993
RB VBG IN, 993
CD JJ NNS, 991
IN VBG NN, 989
VBG RB IN, 988
RB JJ CC, 988
DT JJ IN, 984
RB VBD TO, 983
VBD JJ NNS, 983
NN NN VBG, 980
NNS VBP PRP, 976
VBZ VBN IN, 975
VBP PRP VBG, 974
CC RB PRP, 972
VBD NN NN, 970
WP PRP VBD, 958
CC NNS IN, 955
NN WP VBZ, 954
MD VB VB, 953
CC RB VBD, 949
NN CC VBG, 949
RB VBD RB, 949
VBD PRP RP, 949
IN NNS VBP, 946
NNS RB IN, 944
VBP PRP VBP, 944
NNS VBD PRP, 940
VBD PRP MD, 938
NN TO PRP$, 938
VBD VBN PRP, 937
VB JJ IN, 933
NNS VBP TO, 928
IN NN DT, 919
NN VBD NNS, 917
NNS CC JJ, 909
PRP PRP VBD, 903
VBN IN NNS, 901
PRP CC VB, 898
NN VBZ RP, 896
NN RB VBZ, 894
JJ NN VBN, 892
IN NN VBZ, 891
IN VBG IN, 889
VBG PRP$ NNS, 888
CC PRP$ NNS, 888
NN CD JJ, 886
VBP RB PRP, 885
IN NN VBP, 884
IN JJ VBP, 882
PRP$ NN VBG, 879
RB RB VBD, 877
VBN RB IN, 875
DT VBZ DT, 875
VBD VBG RB, 874
NN VBZ PRP$, 872
NN VBZ NN, 871
PRP$ NN DT, 863
CC VBN IN, 862
RB VBG TO, 861
VBD VBN VBN, 860
VBP IN PRP, 857
MD VB RP, 857
VBG PRP IN, 857
NN CC VBZ, 856
PRP VBZ TO, 856
EX VBZ DT, 854
VBD RP PRP$, 853
VB RB RB, 853
VBZ RB IN, 851
VBD NN POS, 849
IN PDT DT, 847
RP IN NN, 847
CC VBD TO, 846
NN WRB NN, 844
DT CD NNS, 843
NNS RB VBD, 840
PRP RB IN, 838
VB IN IN, 836
NNS VBD VBG, 836
DT IN PRP, 833
VBZ RB DT, 827
PRP RB VBP, 826
CD NNS RB, 825
IN DT IN, 821
VBZ RB RB, 820
JJ NNS TO, 818
VB JJ NNS, 816
RB VBN DT, 815
VB IN JJ, 813
PDT DT NNS, 808
JJ NN WDT, 807
DT NNS RB, 806
VBP VBG IN, 804
CC IN PRP, 803
PRP$ NNS RB, 802
VBD NNS IN, 801
NNS CC VB, 797
NN NN CD, 797
VBP RB VBG, 796
VBD VBG PRP$, 790
JJ NNS VBG, 787
DT JJ CC, 783
RB VB VBN, 783
JJ IN JJ, 783
IN DT CD, 781
NN VBG NN, 781
RB VBN NN, 780
TO PRP$ NNS, 780
VBD VBN PRP$, 779
NN VBG PRP$, 779
VBN VBN IN, 779
VBZ IN PRP, 778
VBG RP DT, 777
WRB VBP PRP, 774
RB CC VB, 773
VBN NN IN, 773
VBN TO DT, 771
DT JJ CD, 770
CC RB IN, 769
CC NN MD, 768
WP VBZ DT, 768
CC VB PRP$, 767
VBZ VBG IN, 766
CC NN CC, 765
IN DT VBG, 763
VBZ JJ IN, 762
CC VBD RP, 762
VBG NNS IN, 762
RB RB DT, 759
NN DT NNS, 756
RB RB PRP, 756
JJ VBP JJ, 754
CC NN NNS, 754
TO DT NNS, 754
RB NN IN, 753
CC NNS VBP, 753
PRP VBD NNS, 751
VB NN NN, 749
PRP VBZ PRP$, 747
PRP RB RB, 746
JJ VBP RB, 744
RB VBD NN, 743
NNS IN VBG, 739
NN JJ NNS, 738
DT VBZ JJ, 738
VBD JJ TO, 737
RB CC RB, 736
NN RB CC, 734
VBG JJ NN, 733
PRP$ NN MD, 731
VBZ RB VBN, 731
VBD VBG NN, 728
VBD TO PRP$, 727
MD VB VBG, 727
VBN RP IN, 724
IN DT RB, 724
RP IN PRP$, 723
VB TO DT, 722
WP MD VB, 719
RB VB RP, 718
VBD NN VBD, 717
VBP JJ NNS, 715
RB PRP VB, 714
VBG DT NNS, 713
JJ CC NN, 708
JJ NNS NN, 706
JJ NNS PRP, 705
VBP DT NNS, 701
CC VB NN, 699
NNS VBD TO, 698
VBZ NN IN, 697
NNS RB VBP, 697
NNS VBD NN, 696
DT NNS PRP, 692
NN POS VB, 688
VBG RP IN, 688
DT NN VBP, 688
JJ NN VBP, 687
VBP VBN TO, 686
NN VBP TO, 685
VB NN CC, 685
NN NN VBN, 685
VB JJ TO, 683
PRP TO DT, 683
VB NNS IN, 682
IN NNS VBD, 681
JJ CC VBD, 680
NN VBD CD, 677
RP IN PRP, 673
NNS CC PRP, 670
NN NNS RB, 668
NN CD PRP, 666
CC VBD NN, 663
NN CD RB, 658
CC JJ VBP, 658
NN RB DT, 655
VBG NN NN, 653
CC RB VB, 652
RB VBG DT, 652
VBP RB IN, 652
NNS TO DT, 651
RB JJ VBP, 650
NN NN WDT, 649
TO VB VBG, 648
NN NNS TO, 648
VBD VBN NN, 646
IN PRP TO, 646
RB VB WP, 645
WRB TO VB, 645
PRP IN IN, 643
VB NN TO, 643
NNS MD RB, 643
VBD NN CC, 640
WRB PRP VBZ, 640
VBN IN IN, 639
PRP VBP NNS, 638
VBP VBN DT, 637
JJ VBP PRP, 635
DT VBZ RB, 635
RB RB VBN, 633
NNS VBP VBG, 632
NNS WDT VBD, 631
NNS VBD RP, 631
CC RB RB, 631
WP PRP VBP, 631
CC VB IN, 629
JJ NN WP, 628
NN RB PRP, 627
JJS NN IN, 625
JJR IN DT, 624
POS NNS VBD, 623
VB PRP JJ, 622
VBD JJ RB, 621
POS NN VBZ, 619
JJ JJ JJ, 619
IN NN VBN, 617
IN CD IN, 617
RB JJ VBD, 617
IN NN VBG, 616
NN PRP RB, 615
IN PRP DT, 614
VBZ VBG TO, 613
PRP JJ NN, 613
VBD NN TO, 613
JJ RB IN, 612
CD IN PRP, 609
DT NN PRP$, 609
CD NN VBD, 607
IN VBG PRP, 607
NNS CC RB, 603
VBN PRP IN, 602
RB JJ PRP, 602
NN JJ IN, 601
CD NN CC, 600
DT NNS NN, 599
RB VBN PRP, 599
VBD VBN RP, 598
RB IN IN, 597
NN WRB DT, 596
VBD VBG PRP, 593
VBP JJ IN, 593
CC RB DT, 592
PRP VB TO, 592
RB DT NNS, 591
NN VBG RP, 590
DT JJR NN, 589
PRP RB VBZ, 587
WRB MD PRP, 586
VBD VBN JJ, 582
NNS IN IN, 581
VBG TO DT, 581
VBP NN IN, 581
JJ CC PRP, 580
NNS POS NN, 578
IN VBG PRP$, 576
PRP RB VB, 573
DT NNS VBG, 573
RB JJ RB, 573
JJ PRP$ NN, 572
NN TO PRP, 570
VBP PRP MD, 570
IN RB JJ, 570
NNS WP VBD, 570
VBP PRP VBZ, 569
WP VBD PRP, 569
VBD RB PRP, 568
JJ PRP MD, 567
CD DT JJ, 567
PRP NN IN, 566
DT NNS MD, 565
CD IN NN, 565
VB NN VBD, 564
JJ VBD DT, 564
VBN JJ NN, 563
PRP VBP NN, 562
JJ VBP IN, 562
WP VBD VBN, 562
VBD VBG RP, 561
IN NN JJ, 558
IN VBG NNS, 557
RB VBN RB, 557
PRP VBP PRP$, 557
VBG JJ NNS, 556
WRB VBD PRP, 555
NN VBG PRP, 555
IN PRP NN, 555
NNS PRP MD, 554
VBZ IN PRP$, 553
VB VBG IN, 553
IN TO DT, 553
RB VBD JJ, 551
VB MD VB, 551
VBG NN VBD, 551
IN JJ VBD, 551
IN DT JJS, 549
NNS VBP NNS, 549
VBP PRP IN, 548
PRP CC VBD, 547
JJ IN NNS, 547
JJ CC RB, 546
VBN CC VBN, 545
VBD PRP JJ, 545
RB IN NNS, 544
PRP VBD CD, 544
RB MD VB, 543
MD RB RB, 543
PRP VBG IN, 542
CC IN NN, 541
NNS RB RB, 541
CC RB JJ, 540
CC PRP RB, 539
RB VBZ DT, 539
VBN RB JJ, 537
RB CC PRP, 537
PRP RP IN, 537
RB RB TO, 536
VBD VBN CC, 536
JJ NNS JJ, 536
RB VBD PRP$, 533
TO PRP IN, 533
NN RB TO, 531
PDT DT JJ, 531
JJ VBD PRP, 529
DT NNS TO, 529
JJ NNS DT, 528
VB NN RB, 528
JJ IN VBG, 527
CC NN RB, 527
NN NN WRB, 525
DT PRP VBD, 524
NNS NN VBD, 524
NN RB VB, 523
VBD IN TO, 522
NN CD NNS, 521
RB IN VBG, 520
JJ VBP VBG, 519
VBD PRP VBG, 519
DT MD VB, 519
JJ VBP DT, 517
VB PRP CC, 516
VBG IN IN, 516
VBP PRP$ NNS, 516
VBG NN CC, 515
VB WP PRP, 514
DT VBD DT, 514
WDT VBD IN, 514
VB RB TO, 511
NN RB VBG, 509
DT CD NN, 506
VBD JJ JJ, 505
CC NNS VBD, 503
MD VB NNS, 502
VBG IN JJ, 501
VBP PRP RB, 501
PRP VB RB, 499
TO VB WP, 498
CD IN PRP$, 498
VBP PRP JJ, 497
PRP$ NNS VBN, 496
TO VB POS, 495
CC JJ IN, 494
WRB PRP MD, 489
JJ NNS VBN, 489
JJ NN CD, 488
JJ NN WRB, 488
VBZ DT NNS, 488
IN RB IN, 488
CC PRP$ JJ, 486
VB WRB PRP, 486
NN TO NN, 486
VBD PRP NNS, 485
VBD VBN VBG, 485
RB VB WRB, 484
VBG PRP$ JJ, 484
PRP$ NNS VBG, 484
JJ DT JJ, 483
NN VBP PRP$, 482
VBD IN NNS, 482
PRP CC PRP, 482
NN VBG RB, 482
WDT MD VB, 481
PRP$ NNS TO, 481
VBN IN VBG, 480
VB NN POS, 479
CD NNS VBD, 477
RP TO VB, 477
VBP VBN PRP, 477
RB VBP RB, 476
NN RB VBP, 476
RB CD NNS, 475
PRP VB PRP$, 473
VBP PRP VBD, 473
NN VBG TO, 471
DT RBS JJ, 471
JJ CD NNS, 470
RB VB VBG, 470
RB VBN RP, 470
NNS NN IN, 469
VBD CD NNS, 469
VBP RB DT, 469
VBZ PRP IN, 467
RB VB NNS, 467
VBZ JJ CC, 466
RP DT NNS, 466
VBN VBG IN, 466
PRP$ NN JJ, 464
IN DT PRP, 464
TO PRP$ JJ, 463
IN VBG JJ, 463
VBP IN PRP$, 462
NN VBG JJ, 462
WDT VBD DT, 461
VBD PRP VBP, 461
DT JJ RB, 460
PRP IN VBG, 460
JJ VBD NN, 458
IN PRP PRP, 457
NN CC VBN, 455
RB VBD RP, 455
TO VB VB, 455
NNS CC VBG, 454
VBN NN NN, 454
DT NN :, 453
RB JJ JJ, 453
RB VB VB, 452
IN NN CD, 451
WP VBZ PRP, 451
JJ VBD IN, 450
VBD TO PRP, 449
VB VBN DT, 448
WP DT NN, 448
NN JJ JJ, 448
NN RB VBN, 445
CC VB RB, 444
CC VB VBP, 443
WP VBD IN, 443
NNS DT JJ, 441
IN NNS RB, 441
VB PRP NN, 440
VB PRP VBP, 440
RB TO PRP$, 438
NN VBN NN, 436
VBD IN VBG, 434
IN PRP VBG, 434
JJ VBP VBN, 433
JJR NN IN, 433
NN VBD VBD, 431
VBP VBG NN, 430
CC VB VBD, 430
VB PRP PRP, 430
JJ CC DT, 429
VB VB DT, 429
IN JJ CC, 429
VB TO PRP, 427
TO VB WRB, 426
PRP VBD VB, 426
VBZ PRP VBZ, 426
VB PRP MD, 425
IN RB DT, 425
NNS VBD PRP$, 424
NNS PRP VBP, 424
NNS VBG DT, 424
PRP VBP VB, 423
DT IN PRP$, 421
VB IN NNS, 421
RB VBG PRP, 421
VBG IN NNS, 421
RP PRP$ NNS, 420
VBG PRP VBD, 419
CC NNS CC, 419
JJ NN PRP$, 419
IN IN JJ, 418
PRP IN JJ, 418
RB CD NN, 418
NN PRP$ NNS, 417
JJ PRP VBP, 417
JJ VBP NN, 416
VB RP PRP$, 415
VBZ IN IN, 415
VBG RB RB, 415
VBZ JJ TO, 415
DT VBZ WRB, 414
RB RB NN, 414
DT VBD RB, 414
VB VBN TO, 413
VB PRP VBZ, 413
VBZ RP DT, 412
NN VBN TO, 411
VBN RB RB, 411
VBD PRP CC, 410
VBZ VBN TO, 409
NN VB PRP, 408
MD VB CC, 408
RB WRB PRP, 408
NNS JJ NN, 406
WDT VBD VBN, 406
WRB PRP$ NN, 406
RB VBP PRP, 406
NNS NNS CC, 405
PRP DT VBD, 404
PRP$ JJS NN, 404
VBP VBN VBG, 403
CC VBG IN, 403
RB RB CC, 402
NN RB NN, 401
CC JJ VBD, 400
VBD NN RB, 400
VBG CC VBG, 400
VB JJ CC, 397
VB DT IN, 397
NNS PRP$ NN, 396
JJ RB VBD, 396
RB VBP DT, 396
JJ CD NN, 396
WDT VBD RB, 394
VBZ RB VBG, 393
CC DT VBZ, 393
POS JJ NNS, 393
WP VBD RB, 392
JJS NN NN, 391
POS NN RB, 391
PRP VBZ RP, 391
JJ NNS MD, 390
VBZ PRP$ JJ, 390
WP VBD DT, 389
IN JJ IN, 388
CC VBD VBG, 388
VBP VBG DT, 387
VBP NNS IN, 387
VB NN PRP, 387
VBP NN NN, 386
RB VB VBD, 386
NN PRP IN, 386
NN NNS NN, 385
NNS VBP PRP$, 385
VBN RP DT, 383
VB VB PRP, 383
NN IN TO, 383
VB IN RB, 382
VBD WRB PRP, 382
NN NNS PRP, 382
RB MD RB, 381
NNS VBP VBP, 381
VB RB CC, 379
PRP VB NN, 379
VBD CD NN, 379
JJR IN NN, 377
DT NNS POS, 377
NN NNS VBG, 377
NN NN WP, 376
VB VBN RB, 376
VB POS NN, 374
DT DT NN, 373
WP NN VBD, 371
JJ NNS NNS, 370
NN DT VBZ, 370
RB IN RB, 370
VBN PRP VBD, 370
VB VBN PRP, 368
JJ RB TO, 368
VB WP VBZ, 367
CC WRB PRP, 367
VB IN VBG, 366
NNS VBP VBD, 366
DT NN VB, 366
DT NNS DT, 365
VBD PRP VBZ, 365
DT NN CD, 364
JJ JJ IN, 363
JJ TO DT, 363
RB NN MD, 362
DT VBZ WP, 362
VB WRB JJ, 362
VBG VBN IN, 361
PRP VBG TO, 361
CC NN PRP, 361
DT NN RP, 360
VBP PRP TO, 360
IN NNS VBG, 360
CD PRP VBZ, 359
VBD RB NN, 359
PRP PRP$ NN, 359
RB CC DT, 358
DT JJ VBD, 358
CD NNS CC, 358
JJ NN :, 358
JJ RB RB, 358
CC NN POS, 357
PRP VBD VBD, 357
RB RB VBG, 356
VBZ PRP VB, 355
VBN NN CC, 355
VBP JJ CC, 355
JJ NNS WDT, 355
DT RB NN, 354
VBP VBN NN, 353
DT IN NN, 353
RBS JJ NN, 353
CC JJ CC, 352
NN VBD WRB, 351
WRB JJ NN, 351
DT VBN NN, 351
NNS CC IN, 350
JJ RB JJ, 350
IN WP PRP, 349
VBD DT JJS, 347
CC VB RP, 347
VBP VBN RB, 347
NNS NN CC, 347
RB VBP IN, 347
CD NNS VBP, 346
VBD DT IN, 346
RB VBG PRP$, 345
VBZ JJ NNS, 345
WDT VBD PRP, 344
NN WDT MD, 344
RB VBN PRP$, 343
JJ PRP VBZ, 343
CC JJ JJ, 342
RB RB VBP, 342
CD NNS JJ, 342
CC NN VBZ, 341
JJS IN DT, 341
NN PRP$ JJ, 341
RB NN NN, 340
PRP VB JJ, 340
WRB JJ PRP, 340
IN VBG RP, 339
NN IN WP, 339
CC NN TO, 339
VBD CD IN, 338
NN JJ CC, 338
IN NNS NNS, 337
VBG RP PRP$, 337
PRP$ NN VBN, 337
WP VBZ VBG, 336
CC VBG DT, 336
MD VBN IN, 336
NN VBG NNS, 335
NNS JJ NNS, 335
JJ IN IN, 334
NNS WDT VBP, 334
VBZ RP IN, 334
JJR IN PRP, 333
JJ VBZ DT, 333
MD RB PRP, 332
CC VBD NNS, 332
NN MD PRP, 332
RB PRP RB, 331
RB VBG NN, 331
TO VB CD, 331
