sequence, count
AV0 VVZ, 20
NP0 VM0, 20
PNP DPS, 20
AV0 CRD, 20
VVZ AV0, 20
PNQ VBZ, 20
AJ0 PNI, 19
ITJ AVQ, 19
VBI AVP, 19
PNP ITJ, 19
VVI VVB, 19
AJ0 VVB, 19
CRD CRD, 19
VHI AT0, 19
NN1 DPS, 19
VHB XX0, 19
PNP VDZ, 19
VBZ AVP, 18
NN2 TO0, 18
NN1 AVQ, 18
VBN VVG, 18
CJC PNI, 18
AV0 AVQ, 18
EX0 VBB, 18
AVQ VDD, 18
POS NN2, 18
VVZ TO0, 18
CJS NP0, 18
VVB CJS, 18
VM0 DT0, 18
VBB DPS, 18
DTQ PRP, 18
VVZ AJ0, 18
PNP VBI, 18
VVB CJT, 18
CJC EX0, 17
NN2 CJS, 17
ITJ AT0, 17
EX0 VM0, 17
XX0 PRP, 17
CRD AJ0, 17
VBI VVG, 17
NP0 AT0, 17
VVG NN1, 17
VVI CJS, 17
PNI VM0, 17
VDB PNI, 17
ITJ CJC, 17
AJ0 DT0, 16
POS AJ0, 16
AVQ AJ0, 16
VVD NP0, 16
VVZ NN1, 16
VVD NN1, 16
VM0 TO0, 16
CJC PRP, 16
PRP DTQ, 16
VBD VVN, 16
DT0 DPS, 16
VVI VVG, 16
VBB NP0, 16
PRP PNX, 16
VVG NN2, 15
NP0 VVZ, 15
PNI VVZ, 15
AJC NN1, 15
VVI PRF, 15
VVN DPS, 15
PNP VHI, 15
VBN VVN, 15
NN2 AJ0, 15
VVB CJC, 15
VVG AJ0, 15
CJS AV0, 15
VBI NN1, 15
VVN NN1, 15
NN2 POS, 14
VVD AJ0, 14
VVN DT0, 14
CJC VVD, 14
PNP CRD, 14
VVZ AT0, 14
AJ0 VM0, 14
VHB VDN, 14
VVI CJT, 14
NN1 PNQ, 14
CJT VM0, 14
VVD DT0, 13
AV0 XX0, 13
VVZ CJS, 13
AJ0 DPS, 13
VBD DT0, 13
NN1 VDD, 13
VVN PNI, 13
VBD PRP, 13
AV0 VDD, 13
NN1 VVI, 13
AV0 PNI, 13
AVP DPS, 13
NN2 VDB, 13
NN2 VBD, 13
NP0 VDB, 12
AVP CJS, 12
XX0 NN1, 12
VVG DT0, 12
VBI DPS, 12
AV0 EX0, 12
DT0 VVB, 12
DTQ CJS, 12
NN2 VVG, 12
NN1 VBB, 12
ITJ VM0, 12
CJS NN1, 12
VDI VBZ, 12
CJT AT0, 12
VVN PRF, 11
AT0 CRD, 11
VVI PNX, 11
CJT AV0, 11
VVD PNI, 11
DT0 CJS, 11
PNI PNI, 11
AV0 VBB, 11
DT0 VVD, 11
VVN NP0, 11
XX0 DPS, 11
PNP DTQ, 11
NN2 AT0, 11
VDZ PNP, 11
AVP NN2, 11
AJC CJS, 11
CJS EX0, 11
PNQ VM0, 11
VBZ DTQ, 11
DT0 PNI, 11
VDI AV0, 11
NN1 VDB, 11
VVG NP0, 11
NN2 VVN, 10
DT0 VVZ, 10
AV0 NN2, 10
AJ0 VBZ, 10
VBI PNI, 10
DPS DPS, 10
PNP XX0, 10
AT0 AJC, 10
VDB VVI, 10
VBB NN2, 10
VBB AVP, 10
EX0 VBD, 10
PNQ VVZ, 10
AV0 VBN, 10
AVQ DT0, 10
DT0 NP0, 10
NN2 NN2, 10
VVB ITJ, 10
DT0 VVI, 10
AJ0 CJT, 10
VDG AV0, 10
XX0 VVB, 10
PNI PRF, 10
PNI POS, 10
PUQ NN1, 9
VHZ VBN, 9
VDD VVI, 9
DPS ORD, 9
NP0 CJS, 9
ITJ PRP, 9
CJC VDB, 9
AVP TO0, 9
NN1 XX0, 9
DTQ VBD, 9
PNI VVB, 9
VBN AV0, 9
AV0 AVP, 9
VVB PNX, 9
PNQ VVB, 9
AVQ AV0, 9
XX0 TO0, 9
VBD DPS, 9
NN2 DT0, 9
PNP AVQ, 9
NP0 AVQ, 8
DTQ VVZ, 8
AV0 VHB, 8
CJC XX0, 8
UNC XX0, 8
ITJ VDB, 8
NN2 VBZ, 8
VVG CJC, 8
AVP VM0, 8
PRF PNI, 8
CRD PRP, 8
NN2 CJT, 8
AV0 CJT, 8
VBD PNP, 8
PNI VVD, 8
PUQ AT0, 8
PNX AV0, 8
CJS DPS, 8
PNP PNI, 8
VVZ AVP, 8
ITJ PNI, 8
VBZ AJC, 8
CJT VVB, 8
VHI PNI, 8
VBZ VVI, 8
NP0 AJ0, 8
AVP AJ0, 8
DT0 VBB, 8
VHD AT0, 8
VBB VDG, 7
AJ0 AT0, 7
DTQ TO0, 7
CRD CJC, 7
VVI CRD, 7
AV0 VDN, 7
PNQ VVD, 7
CJT AJ0, 7
VVN AJ0, 7
DT0 VBI, 7
VBZ VDN, 7
NN1 EX0, 7
VBI PNP, 7
AT0 NN0, 7
PUQ PNP, 7
CJS PNI, 7
ITJ CJS, 7
PRF VVG, 7
DTQ VHZ, 7
ITJ UNC, 7
NN2 PNQ, 7
CJS AJ0, 7
TO0 NN1, 7
VVZ NN2, 7
VVD CJT, 7
VHZ AV0, 7
NP0 NN2, 6
PUQ AV0, 6
AT0 PNI, 6
VVN CJC, 6
VVZ DT0, 6
DTQ AJ0, 6
DT0 CRD, 6
AVQ NN1, 6
DPS AJS, 6
PNP ORD, 6
VBG VVN, 6
AVP PNI, 6
NP0 VBB, 6
CJT VVD, 6
DTQ VDD, 6
CJS NN2, 6
DTQ VHB, 6
AJ0 ITJ, 6
NN1 PNI, 6
NN2 DTQ, 6
VHB DT0, 6
NN2 AVQ, 6
VVZ NP0, 6
VVN NN2, 6
CJC PNQ, 6
AVP DT0, 6
PNP PUQ, 6
DTQ VDZ, 6
AVQ XX0, 6
CJC VBI, 6
VVN ITJ, 6
VDN AV0, 6
AVQ VHB, 6
CRD DT0, 6
VVB VBZ, 6
NN1 VDZ, 6
DT0 AVP, 6
DT0 VHB, 6
VHZ AT0, 6
VDI AT0, 6
PNI AVP, 6
NP0 VBD, 6
VHZ TO0, 6
VBG AT0, 6
PRP AVQ, 6
PNI PNQ, 6
ITJ XX0, 5
NN2 VVI, 5
NN2 ITJ, 5
VHB DPS, 5
NP0 VHB, 5
VHI NN1, 5
XX0 CJS, 5
NP0 VDD, 5
VBG AJ0, 5
VDN PNP, 5
DT0 VVG, 5
PNI VHZ, 5
VBZ CJS, 5
PRP CJS, 5
XX0 PNI, 5
VHB AJ0, 5
AVQ AT0, 5
CJC VVN, 5
CJC CRD, 5
DT0 CJC, 5
AVP VBZ, 5
VVD VVB, 5
VBD NN1, 5
CJC CJC, 5
AVQ AVQ, 5
NP0 ITJ, 5
PNI CJC, 5
CJC VM0, 5
PNI VVI, 5
ITJ PNQ, 5
PNI CJS, 5
AV0 VHN, 5
PNX PRP, 5
VVB ZZ0, 5
NN1 VHB, 5
AV0 VBD, 5
VHD TO0, 5
NP0 TO0, 5
VBI NN2, 5
DPS AV0, 5
VVZ DPS, 5
VDN PRP, 5
VDI DTQ, 5
CJC AVP, 5
EX0 VHZ, 5
CJT DPS, 4
CJC VVG, 4
VVB VVN, 4
VVD AVQ, 4
AVQ VDZ, 4
VVB VM0, 4
CRD VVB, 4
CJT VVZ, 4
VBZ CJC, 4
AV0 VHI, 4
NP0 VVI, 4
AJ0 AVP, 4
PRF DTQ, 4
PNP PNX, 4
DT0 AJC, 4
AJC NN2, 4
VBZ CJT, 4
VBI DT0, 4
NN1 CRD, 4
NP0 PNQ, 4
VVB EX0, 4
AV0 VDI, 4
VHB VHN, 4
ITJ VVZ, 4
NP0 DPS, 4
NN2 DPS, 4
ORD PNI, 4
VHN AV0, 4
AV0 PNQ, 4
VHI VBN, 4
NN1 ORD, 4
CJC ITJ, 4
DTQ AV0, 4
VVI ITJ, 4
UNC ITJ, 4
AV0 ORD, 4
VDI NN1, 4
VBG AV0, 4
NN1 PNX, 4
AV0 VBG, 4
NP0 VVG, 4
VHZ XX0, 4
VHI DPS, 4
AJ0 VDB, 4
CJT NP0, 4
DT0 TO0, 4
CJT EX0, 4
CJC VBZ, 4
DT0 CJT, 4
PRP VBG, 4
VVZ DTQ, 4
VHB NN2, 4
VVD NN2, 4
AVQ PRP, 4
AJ0 VVG, 4
CJS PRP, 4
AV0 AJC, 4
AJS AJ0, 4
VVD CRD, 4
ITJ VBB, 4
CJT NN1, 4
VBN PRP, 4
VDD DT0, 4
VHD PNP, 4
VVD CJC, 4
VBI NP0, 3
VDI TO0, 3
VBB VBG, 3
VVI PNQ, 3
VM0 PRP, 3
CJT PNI, 3
NN1 VBI, 3
VDN NN1, 3
VVZ VVB, 3
ITJ VVG, 3
VVZ AJC, 3
VBN DT0, 3
NP0 CRD, 3
VM0 NN1, 3
NN1 PUQ, 3
DTQ VVB, 3
ZZ0 VVI, 3
PUQ CJC, 3
VHD VVN, 3
VVI VBG, 3
VBI AJC, 3
VVN VVG, 3
NP0 DTQ, 3
CJT VBZ, 3
AJS PRP, 3
AV0 VDZ, 3
CJC CJT, 3
VBI CRD, 3
VDB DTQ, 3
VVB VBB, 3
VDD AT0, 3
VVN VVB, 3
CRD AT0, 3
VVD ITJ, 3
AJ0 DTQ, 3
VBB CRD, 3
PRP NN0, 3
CJT DT0, 3
PNI VVG, 3
NN2 ORD, 3
EX0 AV0, 3
VHI AJ0, 3
UNC VVB, 3
NP0 VDG, 3
AJ0 XX0, 3
VVN AVQ, 3
PNX AJ0, 3
AVQ NN2, 3
ITJ EX0, 3
PNP VBN, 3
CJC VHB, 3
PNP PNQ, 3
AJ0 VVZ, 3
VVG VM0, 3
VBZ CRD, 3
VBZ EX0, 3
VBZ TO0, 3
PNX PNX, 3
VBI PUQ, 3
VVI NN0, 3
VDZ PNI, 3
XX0 CJT, 3
XX0 VHN, 3
VM0 PNI, 3
AVP DTQ, 3
XX0 CRD, 3
VVI PUQ, 3
XX0 DTQ, 3
DPS PNP, 3
PNI NP0, 3
NN1 AJC, 3
VBD PNI, 3
VVD CJS, 3
NP0 DT0, 3
VDB PRP, 3
AVQ NP0, 3
AJ0 AVQ, 3
PNP EX0, 3
VBN AJ0, 3
PNP UNC, 3
VHI PNP, 3
CJC ORD, 3
AJS PRF, 3
AVP ITJ, 3
PRP AJC, 3
VBZ VDG, 3
VVN CJS, 3
PNQ PNP, 3
VVB PRF, 3
UNC NN1, 3
PNI CJT, 3
CJC VVZ, 3
PUL DT0, 3
VDN VBZ, 3
NN2 PUQ, 3
AV0 VHD, 3
VVI XX0, 3
PNX CJC, 3
DTQ DT0, 3
VVZ AVQ, 3
ORD VVD, 3
PNQ AV0, 3
DPS CRD, 3
PNI VBD, 3
PRF PNX, 2
ORD PNP, 2
AVP AVP, 2
DTQ NP0, 2
NP0 XX0, 2
VVI VDB, 2
NN2 EX0, 2
VVI VVN, 2
UNC NP0, 2
VVB XX0, 2
VDG PNP, 2
PNP CJT, 2
VVZ CJT, 2
NN0 PRF, 2
PUQ VVB, 2
VVB UNC, 2
VVB CRD, 2
VBB ORD, 2
VVG AJC, 2
PNQ VDB, 2
VVG VVB, 2
NN2 VDD, 2
PUQ VBI, 2
VVB PUR, 2
VHZ VDN, 2
PNP AJC, 2
VVG PNX, 2
AV0 PUQ, 2
CJT NN2, 2
VDB NP0, 2
VDD CJC, 2
DT0 ITJ, 2
AVP CJT, 2
AT0 AT0, 2
PNI AJC, 2
AJ0 VBB, 2
VVB PUQ, 2
DT0 VDN, 2
DT0 VDI, 2
AV0 PRF, 2
NP0 CJT, 2
XX0 EX0, 2
VHD PRP, 2
DPS NN0, 2
ZZ0 AT0, 2
AJ0 PNX, 2
AJS PNP, 2
VDB AV0, 2
CRD AV0, 2
ZZ0 NN0, 2
VVN CRD, 2
VDB AT0, 2
DT0 VDZ, 2
VDN PNI, 2
AJC AVP, 2
VHN AT0, 2
VVN CJT, 2
CJS VVN, 2
VBN AT0, 2
AV0 UNC, 2
VDD AV0, 2
AJ0 EX0, 2
CJT VBB, 2
CRD VVD, 2
VBD NN2, 2
ITJ CRD, 2
VDN NP0, 2
PRP AVP, 2
DT0 PNQ, 2
AJC AV0, 2
VVB VDB, 2
VHZ AJ0, 2
AV0 VHZ, 2
DTQ DPS, 2
VDD NN1, 2
XX0 VBN, 2
PNP VDN, 2
VHB NP0, 2
VVB VBG, 2
NP0 UNC, 2
AJ0 ORD, 2
NP0 VHD, 2
ORD PRF, 2
DT0 ORD, 2
NP0 VHZ, 2
AVQ CJC, 2
CRD VDB, 2
VVI EX0, 2
VDB DT0, 2
PNI DT0, 2
AVP VVG, 2
CJC VHZ, 2
VDD NP0, 2
NN1 UNC, 2
AJ0 VDD, 2
VVB VVI, 2
PNI NN1, 2
ORD NP0, 2
VDB VHI, 2
PNI DPS, 2
VHI VDN, 2
VVG PRF, 2
VVG DTQ, 2
EX0 UNC, 2
VVN VVD, 2
ORD VVB, 2
VBD AVP, 2
VBI PRF, 2
EX0 VVZ, 2
CRD PNP, 2
VVG PNI, 2
CJS XX0, 2
VHB PNI, 2
VVI AJC, 2
VVI VVI, 2
AVQ VVB, 2
AVP AVQ, 2
PNI VDB, 2
VM0 CJC, 2
VVD VVN, 2
PUQ NP0, 2
PNX VDB, 2
PUQ ITJ, 2
VHN DT0, 2
NN1 VHD, 2
AJC PNP, 2
DPS DTQ, 2
AJC TO0, 2
CJC VDZ, 2
NN2 XX0, 2
VDG AT0, 2
NN2 VHD, 2
VVZ PNI, 2
VBZ NN2, 2
VBG NN2, 2
VVG VVN, 2
VHB NN1, 2
VBB PNI, 2
VVD EX0, 2
PUQ DT0, 2
VVG ITJ, 2
VVB VVZ, 2
VHN PNP, 2
VBD VDG, 2
ORD NN2, 2
AV0 POS, 2
VDB AJ0, 2
DPS AJC, 2
PNI VVN, 2
TO0 CJC, 2
DTQ PNI, 2
VVB AJC, 2
TO0 AV0, 2
CJT CJS, 2
VVG CJS, 2
VVI ORD, 2
VBI CJS, 2
PNQ TO0, 2
VDB DPS, 2
VVN PNX, 2
DPS ITJ, 2
DT0 EX0, 1
VHD VDN, 1
VHZ PNI, 1
VVG EX0, 1
PNQ VBD, 1
VVG CJT, 1
EX0 AT0, 1
VBZ ITJ, 1
VBN NN2, 1
VVN VHB, 1
VVI VDN, 1
NN0 NN0, 1
ORD AT0, 1
NN0 VBB, 1
DTQ DTQ, 1
AJS ITJ, 1
DT0 POS, 1
DPS VBG, 1
VVD ORD, 1
CRD CJS, 1
VVZ CJC, 1
VVB VDD, 1
ITJ VHB, 1
CJC AJC, 1
PRP PNQ, 1
VBB VDN, 1
PRF AV0, 1
VDG DT0, 1
VHD XX0, 1
AJS AV0, 1
VM0 NP0, 1
NP0 ZZ0, 1
VDI VM0, 1
UNC CRD, 1
VDD VBD, 1
POS VVB, 1
DT0 VDB, 1
NP0 AVP, 1
CRD XX0, 1
VBB VVB, 1
VDG DTQ, 1
NN2 CRD, 1
VHN PNI, 1
ITJ VBD, 1
VHZ PNP, 1
AVQ PNI, 1
PRF VBG, 1
VVD DTQ, 1
PUR AV0, 1
AJS VVG, 1
XX0 AVQ, 1
PUQ AJ0, 1
NN1 NN0, 1
DT0 VHD, 1
ITJ VDD, 1
PRF CJT, 1
AV0 AJS, 1
VHD AJ0, 1
VDG VBZ, 1
AT0 ITJ, 1
VVZ VBZ, 1
VDZ VVI, 1
NN1 PUR, 1
VBZ PUQ, 1
VDI CJS, 1
VBZ PRF, 1
VHB ITJ, 1
VDI AVP, 1
PRP UNC, 1
VM0 CJS, 1
XX0 AVP, 1
AJ0 VDZ, 1
VHZ NN1, 1
DPS VDG, 1
UNC AJ0, 1
TO0 TO0, 1
VVB ORD, 1
VHG AT0, 1
PNX NN1, 1
NN0 VBZ, 1
PUQ VVG, 1
DT0 VDD, 1
AT0 PUQ, 1
AJC PRP, 1
VVZ PUQ, 1
ZZ0 PNP, 1
PNX AVP, 1
DPS VVG, 1
VDI VVB, 1
VVG VVG, 1
AVP CRD, 1
VBB AJC, 1
VBD TO0, 1
CJS VM0, 1
VVD VBD, 1
VBZ AJS, 1
PNI ITJ, 1
VM0 ITJ, 1
DTQ ZZ0, 1
PRP VDG, 1
NN0 DT0, 1
VBZ VHG, 1
VHB PRP, 1
PNI VDN, 1
AVP VVZ, 1
DTQ PNQ, 1
EX0 PNI, 1
NN2 AJC, 1
EX0 DT0, 1
NP0 VDI, 1
VDZ AT0, 1
VDD NN2, 1
UNC VM0, 1
AJC AT0, 1
NN2 VVZ, 1
VVB NN0, 1
VBG DPS, 1
NN0 PRP, 1
PRF NN0, 1
VBD AVQ, 1
NP0 VDZ, 1
PRP TO0, 1
NN2 PNX, 1
CJS VVG, 1
VBZ VVB, 1
PRP VVB, 1
UNC PNP, 1
XX0 CJC, 1
POS AV0, 1
VDB VDB, 1
CJS PUQ, 1
VDZ DT0, 1
VDI DPS, 1
PRF VVB, 1
PNX PNP, 1
VVI VHZ, 1
CJS TO0, 1
VVN VBZ, 1
PNX DT0, 1
VVZ ITJ, 1
AVQ VBD, 1
ORD DPS, 1
VDG DPS, 1
VVI VM0, 1
PNQ VHD, 1
VBZ VBN, 1
NN2 PUR, 1
VHG DT0, 1
VBN DPS, 1
CJS VVB, 1
VDZ NP0, 1
CJT AVQ, 1
VVD PUQ, 1
ITJ VBZ, 1
UNC NN0, 1
VDB CJC, 1
VHZ NP0, 1
VVD VBZ, 1
VDI AJ0, 1
VBZ VBD, 1
VDI NP0, 1
VVD VVI, 1
XX0 VDN, 1
AJ0 VBI, 1
VDI ORD, 1
DT0 VVN, 1
VBZ VM0, 1
PUR DTQ, 1
DTQ VHD, 1
VVI VVZ, 1
VVZ PNX, 1
NN1 AJS, 1
NN2 PNI, 1
VDI CJC, 1
POS AJS, 1
AJ0 CRD, 1
VVZ VVG, 1
AV0 NN0, 1
CRD VM0, 1
CRD AVP, 1
VBB PUQ, 1
VDN AT0, 1
AJ0 PUQ, 1
NN0 DTQ, 1
ORD AVP, 1
XX0 VBG, 1
DPS VM0, 1
VVN VBB, 1
CJT VDZ, 1
AVQ VHZ, 1
VHI DTQ, 1
NN2 VDG, 1
VDG AVQ, 1
PNI VHI, 1
ITJ VDZ, 1
VDI CRD, 1
VBD NP0, 1
VVG PUQ, 1
VVB PNQ, 1
VVN AJC, 1
PUL NN1, 1
XX0 VDG, 1
VHZ DT0, 1
VVD PNX, 1
DTQ UNC, 1
NN0 CRD, 1
NN0 AV0, 1
CRD VVZ, 1
VM0 DTQ, 1
ITJ ZZ0, 1
NN0 AVP, 1
VBI VDN, 1
NN2 VBG, 1
PRP ORD, 1
NN1 VDI, 1
VM0 CRD, 1
PNX NN2, 1
VBB CJC, 1
TO0 PNP, 1
CRD VBN, 1
CJS AVQ, 1
CRD VHZ, 1
DT0 AJS, 1
AV0 VHG, 1
VBB AJS, 1
PUR PUL, 1
VHB CRD, 1
ORD PRP, 1
PNP PRF, 1
VHI VHN, 1
PRP ITJ, 1
NN0 NN1, 1
AJC NP0, 1
UNC NN2, 1
VHI PRP, 1
ORD AV0, 1
DT0 DTQ, 1
CRD VBB, 1
PRF AJC, 1
VHD VBD, 1
CJC VDD, 1
VHD PNI, 1
NN0 VHB, 1
NN0 AJ0, 1
ITJ VVD, 1
TO0 NP0, 1
DTQ NN2, 1
VM0 VVB, 1
VDB CJS, 1
VBB VDZ, 1
VHB CJS, 1
DT0 VHZ, 1
PUQ NN2, 1
VBZ ORD, 1
NN0 AT0, 1
PNX ORD, 1
AJ0 AJC, 1
VBB VBB, 1
VHD NP0, 1
PNQ VVN, 1
PNI AT0, 1
EX0 VBI, 1
VBI AJS, 1
CRD TO0, 1
CJC AJS, 1
DT0 NN0, 1
VDN DT0, 1
VHI NN2, 1
NP0 PNX, 1
POS NP0, 1
DT0 XX0, 1
AV0 PNX, 1
VDG PNI, 1
VBD CRD, 1
CJC TO0, 1
VVD XX0, 1
PNQ PNQ, 1
CJC VBG, 1
VBN NN1, 1
VBI DTQ, 1
VVD VVG, 1
ORD TO0, 1
UNC DTQ, 1
AJS NN2, 1
VHD DT0, 1
PNX VVB, 1
VM0 DPS, 1
ZZ0 AJ0, 1
VVN VVZ, 1
AJS DPS, 1
AJS AJS, 1
VDD DTQ, 1
DTQ PRF, 1
PUR NN1, 1
VDD PRP, 1
AJS CJC, 1
AJ0 UNC, 1
