sequence, count
VV AT0 NN PRF DPS AJ0, 3
VV AT0 NN NN CJC VV, 3
AV0 PNP VV AT0 NN TO0, 3
VV AVP PRP NP0 CJC VV, 3
PNP VV PNP VM0 VB PRP, 3
PNP AVP CJC PNP VM0 VV, 3
PNP VB AJ0 PNP VB XX0, 3
EX0 VB PNI PNP VM0 VDI, 3
PNP VM0 VV PNP PRP PNP, 3
VM0 VM0 VV AVP PRP NN, 3
NN PNP VB AJ0 TO0 VV, 3
NN VB AT0 AV0 AJ0 NN, 3
TO0 VV DT0 NN PRF NN, 3
VM0 VV AT0 AJ0 NN PRP, 3
DT0 VB AT0 NN PRP NN, 3
VHZ VV TO0 VB AT0 NN, 3
VB VV TO0 VV PNP VV, 3
VM0 VM0 VV AT0 AJ0 NN, 3
PNP VDZ XX0 VV AV0 AJ0, 3
VM0 VV PRP DPS AJ0 NN, 3
PNP VB AT0 AJ0 NN PRP, 3
TO0 VV AT0 NP0 NN PRP, 3
VB VV TO0 VB AV0 AJ0, 3
NP0 PNP VM0 XX0 VV PNP, 3
NN NP0 CJC PNP VM0 VV, 3
VDB PNP VV PNP VB VV, 3
VV PNP VM0 VV AT0 NN, 3
NN TO0 VV NN TO0 VV, 3
AT0 AJ0 NN PRP PNP TO0, 3
AV0 PNP VHB VV AT0 NN, 3
PRP AT0 AJ0 NN PRP DT0, 3
PNP VM0 VV PRP PRP AV0, 3
PNP VHB TO0 VV AT0 NP0, 3
VHB VV TO0 VV DT0 NN, 3
VB VV TO0 VV PRP PRP, 3
VM0 VB AJ0 TO0 VV PNP, 3
ITJ VV AVQ PNP VB VV, 3
CJC VV PNP PRP AT0 NN, 3
PNP VV AT0 NN PRP PNP, 3
PNP VV PNP VM0 XX0 VB, 3
VV TO0 VV PRP PNP AV0, 3
AVQ VDB XX0 PNP VV PRP, 3
NN VB AT0 AJ0 NN PRF, 3
PNP VB AV0 AT0 AJ0 NN, 3
AT0 NN PRF PNP VV PRP, 3
PNP VV PNP VM0 VHI TO0, 3
AV0 PNP VV PNP VM0 VB, 3
PNP VM0 VB PUQ PNP PUQ, 3
AT0 NN PNP VDB XX0 VV, 3
NN PRF PNP VV PRP PNP, 3
PNP VDB XX0 VV DPS NN, 3
VM0 VB AT0 AJ0 NN PRP, 3
PNI VB VV TO0 VB AJ0, 3
VB VV TO0 VV PNP PRP, 3
AT0 AJ0 NN CJT PNP VM0, 3
CJC AT0 NN PRF AT0 NN, 3
PNP VV PRP AT0 NN NN, 3
EX0 VB AJ0 NN TO0 VV, 3
NN CJC VV PRP DPS NN, 3
PRP AT0 NN PRP AT0 NN, 3
VV PNP TO0 VV AT0 NN, 3
VM0 AV0 VV PNP PRP AT0, 3
VM0 VV AT0 NN TO0 VV, 3
VB AT0 AJ0 NN PRP DT0, 3
PNP VB NN CJC PNP VB, 3
PNP VV AT0 NN VM0 VV, 3
AV0 AV0 AV0 PNP VM0 VV, 3
DT0 VB AVQ PNP VV PNP, 3
AV0 AV0 PNP VM0 VV PNP, 3
VV TO0 VV PNP VV PRP, 3
VB VV TO0 VV PRP PNP, 3
AJ0 AJ0 NN PRP AT0 NN, 3
VV AT0 NN CJC PNP VV, 3
DT0 VB AT0 AJS NN PNP, 3
CJC AT0 NN VM0 VV PRP, 3
PNP VV AT0 NN PRP AT0, 3
AV0 PNP VM0 VV DPS NN, 3
PNP VHB TO0 VV AT0 NN, 3
AT0 NN TO0 VV PNP NN, 3
PNP VHB VV TO0 VV AVP, 3
VV PRP AT0 NN CJC VV, 3
VV AT0 NN PRF AJ0 NN, 3
CJC PNP VB AV0 AJ0 PRP, 3
VV AT0 AJ0 NN NN NN, 3
NN PRF NN PRP AT0 NN, 3
PNP VV PNP VB AVP AV0, 3
PNP VM0 XX0 VV PRP AT0, 3
AT0 AJ0 NN PRF DT0 NN, 3
PNP VHB VV AT0 NN PRF, 3
VB AT0 AV0 AJ0 NN PRP, 3
PNP VM0 VV NN NN AV0, 3
VV PNP AVP CJC PNP VM0, 3
VDB PNP VV PNP VM0 VV, 3
AVQ VB PNP AV0 VV TO0, 3
VV PNP CJS PNP VV PNP, 3
PNP VM0 VV AT0 NN CJC, 3
PNP VM0 AV0 VV TO0 VV, 3
VB AV0 VV PRP AT0 NN, 3
VV PNP PRP AT0 NN PRF, 3
AT0 AJ0 NN PRP DPS NN, 3
VM0 VV PNI PRP AT0 NN, 3
VV PNP CJC PNP VM0 VV, 3
PRP AT0 AJ0 NN PRF AT0, 3
PNP VV PNP VM0 VV AVP, 3
VV AT0 NN PRF AT0 AJ0, 3
VM0 VV AT0 NN PRF AT0, 3
NN PRF AT0 NN PRF NN, 3
PNP VM0 XX0 VV PRP PNP, 3
VV PNP VB VV TO0 VB, 3
PNP VM0 VV AT0 NN NN, 3
PNP VV PNP TO0 VV AT0, 3
PNP AV0 VV TO0 VV AT0, 3
PNP VB AV0 AJ0 PNP VB, 3
ITJ PNP VV TO0 VV PNP, 3
NN PRP AT0 NN CJC PNP, 3
PNP VV TO0 VV DT0 NN, 3
NN PNP VHB VV TO0 VV, 3
VM0 AV0 VV PRP AT0 NN, 3
PNP VV PNP VM0 VV DT0, 3
PNP VB AT0 AJ0 AJ0 NN, 3
PNP VM0 VV AVP PRP NP0, 3
VV TO0 VV PRP AT0 NN, 3
NN PNP VM0 VV PNP TO0, 3
EX0 VHZ VV TO0 VB AT0, 3
AV0 AT0 NN PNP VV PNP, 3
AT0 NN PRF NN TO0 VV, 3
PNP VM0 VV PNP TO0 VV, 3
ITJ PNP VB AJ0 PNP VB, 3
PNP VHB AT0 AJ0 NN PRP, 3
PNP VM0 XX0 VV DT0 NN, 3
VV AT0 AJ0 NN PRP DT0, 3
AVQ VDB XX0 PNP VV AT0, 3
VV PNP PRP AT0 AJ0 NN, 3
PNP VV PNP VV PNP VV, 3
VV TO0 VV DPS AJ0 NN, 3
VV PNP VV PNP PRP AT0, 3
VV PNP TO0 VV PNP AV0, 3
PNP VB VV TO0 VB AJ0, 3
CJC PNP VHB VV TO0 VV, 3
PNP VHB VV TO0 VV NP0, 3
CJS PNP VV PNP AT0 NN, 3
PNP VM0 VV PNP AV0 PRP, 3
VV PNP AV0 PRP AT0 NN, 3
AV0 PNP VB AV0 AV0 AJ0, 3
VM0 VV AT0 NN PRP PNP, 3
AT0 NN TO0 VV AT0 NP0, 3
AJ0 NN PRP AT0 AJ0 NN, 3
AT0 NN NN CJC AT0 NN, 3
CJS PNP VV TO0 VV PNP, 3
DT0 VB AVQ PNP VB VV, 3
VM0 XX0 VB AJ0 TO0 VV, 3
PNP AV0 AJ0 TO0 VV PNP, 3
PNP VM0 XX0 VB AJ0 TO0, 3
DPS NN VM0 VB VV PRP, 3
VV PNP VM0 VV AT0 AJ0, 3
VDB XX0 VV TO0 VV DPS, 3
PRP NP0 CJC VV AT0 NN, 3
NN TO0 VV AT0 NP0 PRP, 3
VB PNP VV TO0 VV PNP, 3
PNP VDB XX0 VHI DT0 NN, 3
TO0 VV AT0 NN PRP PNP, 3
AT0 NN VB VV TO0 VV, 3
VDB XX0 VV TO0 VV AT0, 3
VM0 VM0 VV PRP NN NN, 3
AVP PRP NN NN CJC VV, 3
VDB XX0 VV AVQ PNP VB, 3
PNP VB VV PRP DPS NN, 3
AT0 NN CJS PNP VV PNP, 3
VB VV TO0 VV AV0 PRP, 3
VB AT0 ORD NN PNP VDB, 3
PNP VM0 VV AVP PRP PNP, 3
NN CJT PNP VM0 XX0 VV, 2
NP0 VV TO0 VV AT0 NN, 2
PNP VV PRP AT0 NN NP0, 2
CJS PNP VB VV TO0 VB, 2
XX0 VV PNP PRP AT0 NN, 2
XX0 AV0 VV TO0 VV PNP, 2
VM0 VV PNP PRP AT0 AJ0, 2
CJS PNP VV AT0 NN PNP, 2
DT0 NN VV PRP DPS NN, 2
PNP VB AJ0 PNP VM0 VB, 2
PRP NN CJS PNP VV PNI, 2
EX0 VB AT0 DT0 NN CJS, 2
AT0 NN VM0 VV PRP PNP, 2
PNP VV PNP VB DPS NN, 2
PNP VM0 VV NN PRF PNP, 2
VV PNP VM0 VB AJ0 PRP, 2
VHB AT0 AJ0 NN PRP PNP, 2
PNP VDD XX0 AV0 VV TO0, 2
VV PNP VV AV0 AV0 CJS, 2
VV AT0 NN CJS PNP VV, 2
NN TO0 VV PRP AT0 NN, 2
PNP VB AJ0 PNP VM0 VV, 2
NN NN CJC VV PNP PRP, 2
TO0 VV NN PRP AT0 NN, 2
PRP CRD NN PRF AJ0 NN, 2
PNP VB AJ0 TO0 VV PNI, 2
PNP VM0 VDI AT0 AJ0 NN, 2
PNP VV PRF DPS AJ0 NN, 2
VV TO0 VV NN PRP PNP, 2
VV AT0 AJ0 NN TO0 VV, 2
NN CJC PNP VB VV TO0, 2
VV PRP PNP CJS PNP VB, 2
VDB XX0 VV TO0 VV PNP, 2
ITJ CJC PNP VM0 VV PNP, 2
AV0 VV PNP PRP AT0 AJ0, 2
VV AT0 AJ0 NN CJT PNP, 2
PRP DPS NN PRP AT0 AJ0, 2
VV PNP DT0 PRP DPS NN, 2
VB VV TO0 VV AT0 NN, 2
VB AV0 AV0 AT0 AJ0 NN, 2
NP0 NP0 PNP VM0 XX0 VV, 2
CJC DTQ VB PNP VV TO0, 2
DT0 NN AT0 AJ0 NN VM0, 2
VV PNP VM0 VHI DT0 NN, 2
CJS PNP VB VV TO0 VV, 2
PNP VM0 XX0 AV0 VV DPS, 2
VDB XX0 PNP VV AT0 NN, 2
PNP VB AV0 AJ0 PNP VM0, 2
VV TO0 VV DPS NN PRP, 2
VB AT0 NN XX0 AT0 NN, 2
PRP AT0 AJ0 NN VV PRP, 2
PRP NN NP0 NN VM0 VB, 2
AV0 VV PNP PRP AT0 NN, 2
PRP AT0 NN EX0 VB AT0, 2
AV0 AT0 NN PRP AT0 NN, 2
PNP VV TO0 VV PNP AV0, 2
AJ0 NN CJC PNP VB XX0, 2
AT0 AJ0 AJ0 NN PRP AT0, 2
AV0 VV AT0 AJ0 NN PRP, 2
VV PRP AT0 AJ0 AJ0 NN, 2
TO0 VHI PNI AVP PRP AJ0, 2
PNP VV DT0 NN VM0 VV, 2
PNP VM0 VHI TO0 VV PRP, 2
NN PRF AT0 NP0 NP0 CJC, 2
TO0 VV AT0 AJ0 NN AV0, 2
AJ0 NN AT0 NN PRF DPS, 2
VV AT0 AJ0 NN PRF AT0, 2
VV AV0 PRP AT0 NN NN, 2
AT0 NN PNP VV PRP AT0, 2
PNP VM0 VV PNP PRP AJ0, 2
NN VB VV TO0 VV PRP, 2
VV PNP VM0 AV0 AV0 VV, 2
VB AV0 AJ0 PRP DPS NN, 2
VM0 VV DT0 NN AV0 AV0, 2
VM0 VB AJ0 AJ0 CJC AJ0, 2
VV PNP VB VV AV0 PRP, 2
PRP PRP AT0 NN CJC VV, 2
PNP VV PNP VV TO0 VB, 2
VV AVQ PNP VB AV0 AJ0, 2
NN NN CJC VV AT0 NN, 2
VV NP0 CJC AT0 NN PRF, 2
VV TO0 VHI AT0 AJ0 NN, 2
NN PNP VB VV DPS NN, 2
NN PRF NN TO0 VV PNP, 2
AT0 NN PRF PNP VV AV0, 2
VV AT0 NN VM0 VV PNP, 2
VDB XX0 VV DTQ VB AJ0, 2
NP0 UNC NP0 NP0 NN UNC, 2
DT0 PNP VV VB DPS NN, 2
NN PNP VM0 VV DPS NN, 2
VV TO0 VV PNP VV PNP, 2
VB VV PRP PRP AT0 NN, 2
AJ0 NN VB VV TO0 VV, 2
PNP VB AT0 AV0 AJ0 NN, 2
XX0 VV CJS PNP VM0 VV, 2
XX0 VV PRP AT0 NN AV0, 2
VB AT0 NN PNP VM0 VV, 2
AT0 NN PNP VM0 XX0 VV, 2
PNP VV AV0 AT0 AJ0 NN, 2
DT0 VB AVQ PNP VM0 VV, 2
DPS NN PRP AT0 AJ0 NN, 2
CJC DT0 VB AVQ PNP VDB, 2
VV DT0 PNP VV VB AT0, 2
VV AV0 PRP AT0 AJ0 NN, 2
CJS PNP VV AV0 AV0 AV0, 2
VM0 XX0 VV AV0 AV0 NP0, 2
PNQ VB VV TO0 VV PNP, 2
PNP VV PNP AV0 PNP VM0, 2
NN VB VV PRF AJ0 NN, 2
NN VV PRP AT0 NN NN, 2
CJS PNP VM0 XX0 VV PNP, 2
VHB TO0 VV DPS NN PRP, 2
VM0 VV PNP AV0 PRP AT0, 2
VV PNP VM0 VV PRP PNP, 2
VB AT0 NN TO0 VV PNI, 2
PNP VV PNP VV PNP AVP, 2
PNP AV0 VM0 XX0 VV AT0, 2
VB VV AVP PRP AT0 NN, 2
PNP VV PNP VDB XX0 VV, 2
PNP VV TO0 VV AT0 AJ0, 2
NN TO0 VV DT0 DT0 NN, 2
PNP VV PNP VM0 VV AV0, 2
AT0 NN TO0 VV PNP PRP, 2
VB PRP AT0 AJ0 NN PRP, 2
DT0 AT0 NN NN PNP VV, 2
AJ0 NN PNP VHB AV0 VV, 2
AJ0 TO0 VHI PNI AVP PRP, 2
AT0 NN PNP VM0 VV PNP, 2
VB VV TO0 VV PNP DT0, 2
NN TO0 VV DPS NN AJ0, 2
VV PRP NP0 CJC VV AT0, 2
VB AT0 AJ0 NN PRP AT0, 2
CJC PNP VM0 VV PRP PNP, 2
AV0 AJ0 CJS PNP VV PNP, 2
VV DT0 NN PNP VM0 VV, 2
VV PNP DT0 AT0 NN PNP, 2
VB AT0 NN TO0 VV AT0, 2
VDB XX0 VV AV0 AJ0 PNX, 2
AV0 EX0 VM0 VB AT0 NN, 2
PNP VM0 VB AVP AV0 AV0, 2
AT0 NP0 NN PRP NP0 NN, 2
VV PRP DPS AJ0 NN AT0, 2
PNP VV DT0 AJ0 NN AV0, 2
VV AT0 NN PRF NN NN, 2
NN NN CJC PNP VV PNP, 2
VV AT0 NN NN TO0 VV, 2
PNP VDB XX0 VV PNI AV0, 2
VM0 AV0 VV AT0 NN PRP, 2
AVP PRP PRP AT0 NN CJC, 2
VM0 PNP VB AJ0 TO0 VV, 2
AT0 AJ0 NN VV PRP AT0, 2
VV AT0 AJ0 NN POS NN, 2
AV0 AV0 PNP VM0 VV AVP, 2
NN EX0 VB AT0 NN TO0, 2
NN CJC PNP VV TO0 VV, 2
VB AV0 AJ0 NN TO0 VV, 2
AT0 NN PRP NN AT0 NN, 2
PNP VM0 VV AV0 CJS DT0, 2
AVQ VDD PNP VV PNP VB, 2
PNP VM0 AV0 VV DT0 NN, 2
VHB VV TO0 VV PNP NN, 2
DPS AJ0 NN VV DPS NN, 2
PNQ AV0 VV PRP AT0 NN, 2
ITJ ITJ ITJ ITJ ITJ NN, 2
VB XX0 VV PRP AT0 AJ0, 2
DTQ PNP VM0 VDI PRP PNP, 2
PNP VHB VV PRP PRP NN, 2
TO0 VV PNP CJC PNP VM0, 2
VV DTQ PNP VDB PRP PNP, 2
PNP VM0 VV PNP PRP NN, 2
XX0 PNP VV TO0 VV AVP, 2
NN PNP VM0 VV AT0 NN, 2
PRP NN NN CJC VV AT0, 2
PNP VHB VB VV PRP NN, 2
CJC DTQ PNP VV VB NN, 2
TO0 VV PRP DPS AJ0 NN, 2
AV0 VM0 VM0 VV VV PNP, 2
CJS PNP VV PRP AT0 NP0, 2
VHI TO0 VV AVP PRP NN, 2
NN CJC AT0 NN VM0 VV, 2
PNP VV PNP VB VV AV0, 2
PNP VV PRP DT0 NN PRF, 2
VDB XX0 VV DTQ PNP VDB, 2
VV PNP PRP AT0 NN CJS, 2
NN NN CJC AT0 NN PRF, 2
AVP AV0 AV0 PNP VM0 VV, 2
PNP VM0 XX0 VV PRP NN, 2
CJC VV AT0 NN TO0 VV, 2
PNP VV AVQ AT0 AJ0 NN, 2
VV VV AT0 NN TO0 VV, 2
VV PNP VB AV0 AJ0 TO0, 2
VB AJ0 PRP AT0 AJ0 NN, 2
VV PRP NP0 CJC AT0 NN, 2
TO0 VV DPS NN PRP AT0, 2
PNP VV PNP VB AT0 AJ0, 2
VM0 XX0 VV PNP VV PNP, 2
AT0 AJ0 NN CJS PNP VV, 2
AVQ VDB PNP VV PNP VB, 2
VB VV TO0 VV DPS NN, 2
NN VB VV AT0 NN PRF, 2
ITJ DTQ VB PNP VV TO0, 2
VB AV0 AJ0 PNP VM0 XX0, 2
PNI CJT VB PNI CJS CJS, 2
PNP VB AT0 NN PNQ VV, 2
PNP VDB VV PNP VM0 VV, 2
VM0 VB AJ0 TO0 VV PRP, 2
DTQ VB DT0 PRP AT0 NN, 2
PNP VV PNP VM0 VV CJC, 2
AJ0 NN TO0 VV AT0 NN, 2
PNP VHB VV TO0 VDI PNI, 2
PNP VV TO0 VV PRP PNP, 2
PNP VHB VB VV PRP DT0, 2
VV PNP AT0 AJ0 NN PRP, 2
AT0 NN NN CJC VV DPS, 2
AT0 NN PNP VM0 AV0 VV, 2
CJC PNP VM0 VV PRP AT0, 2
AV0 VM0 VM0 VV PRP PNP, 2
PNP VB XX0 VV PRP AT0, 2
VB AT0 NN PNP VB AJ0, 2
AT0 NN CJC VV PRP DPS, 2
AVQ PNP VB VV TO0 VV, 2
VDD XX0 VV TO0 VV PNP, 2
AT0 NN VB VV PRP DT0, 2
VV DTQ PNP VM0 VDI PRP, 2
VM0 XX0 VV PRP AT0 NN, 2
VM0 VM0 VV AVP PRP NP0, 2
PNP AV0 VDB XX0 VV AVQ, 2
AV0 PNP VB VV AV0 AV0, 2
AT0 NN AVP PRP AT0 NN, 2
PNP VV PNP VM0 VHI DT0, 2
PNP VM0 VV AT0 NN AVP, 2
PNP VM0 VB AV0 AJ0 AVP, 2
PNP VV DT0 AJ0 NN NN, 2
TO0 VV NP0 CJC AT0 NN, 2
ITJ PNP VM0 XX0 VV PNP, 2
DT0 NN VB AV0 AT0 NN, 2
AT0 NN PRF NN PRP AT0, 2
PNP VDB XX0 VV CJS PNP, 2
CJC PNP AV0 VDB XX0 VV, 2
VM0 PNP VV NN PRP AT0, 2
CJS AT0 NN VV PRP AT0, 2
PNP VV PNP AV0 VDB XX0, 2
CJC CJS PNP VDB XX0 VV, 2
AV0 AV0 AJ0 CJS PNP VV, 2
VB DPS NN TO0 VV AT0, 2
VDB XX0 VV AVQ TO0 VV, 2
PNP VM0 VB PRP DPS NN, 2
DTQ VDB PNP VV PRF DPS, 2
DPS NN TO0 VV AT0 AJ0, 2
PRP AT0 NN CJC VV PRP, 2
PNP VB XX0 PRP DT0 NN, 2
VV TO0 VV DPS NN VV, 2
VV AT0 NN PRF NN VV, 2
NN VM0 PNP VV AT0 NN, 2
PNP VV PNP VB XX0 VV, 2
VB AJ0 NN TO0 VV NN, 2
NN NN VB VV TO0 VV, 2
CJS PNP VV TO0 VV NN, 2
