sequence, count
we must, 10
find out, 10
very well, 10
used to, 10
baby lofty, 10
run for, 10
not that, 10
wake up, 10
'll see, 10
if it, 10
move it, 10
and this, 10
should have, 9
why did, 9
a big, 9
give me, 9
about the, 9
as a, 9
'll go, 9
how can, 9
to tell, 9
's our, 9
they 've, 9
hey what, 9
to normal, 9
n't like, 9
and her, 9
she 'll, 9
over the, 9
but there, 9
might be, 9
on my, 9
for that, 9
i get, 9
'm afraid, 9
c'm on, 9
here somewhere, 9
there was, 9
get them, 9
've never, 9
not to, 9
the matter, 9
princess ponies, 9
you going, 9
it out, 9
have an, 9
ready to, 9
such a, 9
get you, 9
no you, 9
'd be, 9
never get, 9
you seen, 9
know where, 9
's your, 9
're trapped, 9
is all, 9
of a, 9
what was, 9
get us, 9
rich we, 9
way out, 9
i knew, 9
maybe you, 9
crab nasties, 9
was just, 9
here i, 9
n't even, 9
ta get, 9
but how, 9
you get, 9
to save, 9
to leave, 9
enough to, 9
but they, 9
the flashstone, 9
need a, 9
the best, 9
are the, 9
a game, 9
you sure, 9
's almost, 9
any more, 9
to it, 9
so what, 9
doing here, 9
and what, 9
in this, 9
happen to, 9
we want, 9
take you, 9
try it, 9
must have, 9
talk to, 9
stop it, 9
so long, 9
any of, 9
your own, 9
let them, 9
well you, 9
us to, 9
's gone, 9
's do, 9
that i, 9
to live, 9
the water, 9
which way, 9
at least, 9
the unicorns, 9
does it, 9
'll do, 9
listen to, 9
try again, 8
with this, 8
no problem, 8
know that, 8
the spell, 8
you two, 8
excuse me, 8
me not, 8
you 'd, 8
it wo, 8
nothing to, 8
more like, 8
to come, 8
bye bye, 8
something about, 8
on let, 8
" the, 8
can help, 8
in your, 8
at me, 8
'll help, 8
the troggles, 8
the world, 8
and so, 8
good deed, 8
's what, 8
out the, 8
to turn, 8
at that, 8
one thing, 8
would be, 8
a great, 8
the bushwoolies, 8
tell me, 8
through the, 8
hang on, 8
to rescue, 8
on here, 8
could help, 8
hey you, 8
'm a, 8
lot of, 8
my magic, 8
know how, 8
you guys, 8
my my, 8
n't look, 8
great idea, 8
he was, 8
let the, 8
go with, 8
land of, 8
care of, 8
is my, 8
so we, 8
try to, 8
na play, 8
when the, 8
're a, 8
'm the, 8
's where, 8
a while, 8
could do, 8
you should, 8
wanted to, 8
there must, 8
all day, 8
way in, 8
baby moondancer, 8
could have, 8
will you, 8
the first, 8
why are, 8
n't we, 8
is in, 8
oh oh, 8
i told, 8
oh well, 8
magic coins, 8
too late, 8
n't make, 8
was that, 8
place to, 8
the legend, 8
the door, 8
yeah we, 8
take care, 8
be back, 8
told you, 8
ai n't, 8
the time, 8
the right, 8
us the, 8
'll try, 8
more than, 8
then we, 8
they were, 8
for us, 8
up and, 8
forgive me, 8
then let, 8
you wo, 8
is gone, 8
then you, 8
na have, 8
look for, 7
get a, 7
the flories, 7
a better, 7
what would, 7
here 's, 7
up with, 7
they do, 7
where it, 7
for my, 7
way we, 7
we find, 7
baby heart, 7
's hard, 7
got you, 7
n't hurt, 7
it worked, 7
shoop-shoop-bee-doo shoo-bee-doo, 7
she is, 7
can have, 7
to try, 7
the bell, 7
he 'll, 7
go home, 7
and now, 7
if she, 7
where do, 7
everything 's, 7
they 'd, 7
it all, 7
oh this, 7
's getting, 7
me a, 7
about a, 7
the great, 7
it 'll, 7
my own, 7
we know, 7
to furbobia, 7
get ready, 7
valley will, 7
heart of, 7
to think, 7
how are, 7
on them, 7
you for, 7
a few, 7
made it, 7
the queen, 7
see that, 7
like we, 7
did i, 7
we thought, 7
what to, 7
well we, 7
get me, 7
the realm, 7
mean to, 7
so much, 7
good luck, 7
's me, 7
what they, 7
shut up, 7
i had, 7
be queen, 7
can make, 7
i really, 7
and your, 7
that door, 7
the one, 7
why should, 7
's more, 7
come here, 7
of all, 7
glad to, 7
there they, 7
magic is, 7
back here, 7
please do, 7
think that, 7
sunstone back, 7
guess we, 7
i hate, 7
get some, 7
give us, 7
when i, 7
's only, 7
stop them, 7
my wings, 7
oh what, 7
us go, 7
're doing, 7
so that, 7
need to, 7
ta find, 7
just got, 7
it ca, 7
to fly, 7
seem to, 7
realm of, 7
the estate, 7
they have, 7
well what, 7
a ghost, 7
how much, 7
you in, 7
if they, 7
me out, 7
it just, 7
to take, 7
guess i, 7
ya all, 7
they wo, 7
me too, 7
you come, 7
to ponyland, 7
course i, 7
still time, 7
yeah i, 7
how could, 7
is so, 7
do this, 7
hates me, 7
baby seaponies, 7
it in, 7
with a, 7
the party, 7
let you, 7
you the, 7
get him, 7
yes yes, 7
to worry, 7
us out, 7
before you, 7
to give, 7
're right, 7
the nursery, 7
the babies, 7
my name, 7
the heart, 7
see what, 7
it megan, 7
i ever, 7
our home, 7
's help, 7
hoo hoo, 6
good at, 6
you heard, 6
is just, 6
do what, 6
to ask, 6
a try, 6
tell the, 6
you gon, 6
outta here, 6
need more, 6
you ever, 6
oh thank, 6
about that, 6
you ask, 6
oh look, 6
a lovely, 6
than you, 6
it a, 6
me down, 6
know a, 6
what the, 6
's enough, 6
say that, 6
bumble and, 6
to escape, 6
the crack, 6
robin hood, 6
then i, 6
the ice, 6
you be, 6
our babies, 6
could you, 6
me and, 6
power to, 6
to eat, 6
all is, 6
wait for, 6
're in, 6
fudgy mcswain, 6
the rockdog, 6
to protect, 6
see my, 6
is right, 6
watch it, 6
my life, 6
make me, 6
the shadows, 6
i remember, 6
sunstone and, 6
came to, 6
who is, 6
escape escape, 6
'll stop, 6
's here, 6
n't help, 6
look like, 6
has to, 6
afraid of, 6
there and, 6
n't catch, 6
what did, 6
volcano of, 6
my son, 6
filled with, 6
i promise, 6
not the, 6
i wo, 6
this to, 6
the volcano, 6
that can, 6
babies ', 6
oh come, 6
get 'em, 6
always be, 6
piece of, 6
wrong with, 6
n't it, 6
be around, 6
's worth, 6
n't fly, 6
yeah what, 6
'll always, 6
it be, 6
're sorry, 6
you a, 6
what have, 6
no it, 6
of gloom, 6
according to, 6
find that, 6
i would, 6
go ahead, 6
our only, 6
do to, 6
if there, 6
where did, 6
hope you, 6
come from, 6
the ghost, 6
have no, 6
thing i, 6
be something, 6
learn how, 6
so i, 6
i shall, 6
to your, 6
should n't, 6
estate and, 6
ya know, 6
my fault, 6
your friend, 6
the hole, 6
for them, 6
're my, 6
believe it, 6
too much, 6
you better, 6
of legends, 6
all those, 6
got the, 6
run run, 6
long as, 6
to sleep, 6
n't really, 6
we found, 6
boom boom, 6
's safe, 6
need it, 6
long time, 6
in trouble, 6
the coins, 6
so sorry, 6
why not, 6
've come, 6
it ", 6
all we, 6
keep looking, 6
be more, 6
not going, 6
work together, 6
better than, 6
n't understand, 6
stay here, 6
can go, 6
i wan, 6
ta be, 6
okay let, 6
we would, 6
to know, 6
about it, 6
the treasure, 6
get help, 6
you you, 6
we will, 6
are all, 6
cherries jubilee, 6
yes master, 6
all my, 6
one 's, 6
no place, 6
to put, 6
a surprise, 6
the heartstone, 6
hard to, 6
as the, 6
when they, 6
what does, 6
worth a, 6
're too, 6
not for, 6
yes i, 6
're trying, 6
just have, 6
sun is, 6
there in, 6
up here, 6
you might, 6
get past, 6
valley and, 6
the book, 6
of them, 6
be my, 6
magic paint, 6
seize them, 6
because we, 6
big brothers, 6
do now, 6
almost sunset, 6
for all, 6
n't any, 6
up the, 6
there you, 6
i never, 6
it with, 6
but that, 6
the monster, 6
take them, 6
know i, 6
mr. niblick, 5
a bad, 5
're we, 5
to meet, 5
with him, 5
the crab, 5
uh we, 5
us in, 5
see how, 5
so cold, 5
you again, 5
thought we, 5
well of, 5
only thing, 5
soon as, 5
a wonderful, 5
shadows back, 5
on we, 5
oh how, 5
na na, 5
where 'd, 5
this side, 5
's time, 5
had the, 5
are gone, 5
look a, 5
ponyland into, 5
go and, 5
now if, 5
what can, 5
for one, 5
it again, 5
happy to, 5
rrowff rrowff, 5
everyone 's, 5
come and, 5
our friend, 5
my boy, 5
use your, 5
to his, 5
ponyland is, 5
want you, 5
no good, 5
to a, 5
no they, 5
i found, 5
if the, 5
's easy, 5
the dungeon, 5
lava demons, 5
's on, 5
the witch, 5
other half, 5
worry about, 5
since the, 5
way back, 5
oh all, 5
back into, 5
grogar 's, 5
a fire, 5
just get, 5
ponyland 's, 5
baby lickety-split, 5
elevated eminence, 5
and my, 5
name is, 5
oh we, 5
happening to, 5
to steal, 5
with my, 5
'd like, 5
the purple, 5
us now, 5
's play, 5
show you, 5
she hates, 5
to him, 5
on that, 5
find them, 5
maybe it, 5
hold on, 5
so proud, 5
has a, 5
or something, 5
sorry i, 5
's true, 5
floating castle, 5
that bad, 5
sea ponies, 5
help him, 5
okay okay, 5
the fire, 5
at all, 5
down and, 5
the crescent, 5
now that, 5
loves me, 5
as soon, 5
what good, 5
something we, 5
the city, 5
you would, 5
i help, 5
a place, 5
n't leave, 5
's how, 5
the wands, 5
would have, 5
my father, 5
part of, 5
never mind, 5
prince charming, 5
are my, 5
after them, 5
not all, 5
of me, 5
mimic is, 5
is gon, 5
sure we, 5
i wanted, 5
is too, 5
everything is, 5
and a, 5
so beautiful, 5
for this, 5
on me, 5
before we, 5
thing that, 5
say we, 5
no we, 5
cheer up, 5
your way, 5
