sequence, count
PNP VM0 VV PNP AVP, 20
NN PRP AT0 NN CJC, 20
PNP VB XX0 AT0 NN, 20
AT0 NN PRF DPS NN, 20
VV DPS AJ0 NN PRP, 20
NN CJS PNP VM0 VV, 20
NN NN NN NN NN, 19
PRP AT0 AJ0 NN PRF, 19
ITJ PNP VB AV0 AJ0, 19
PNP VB XX0 AV0 AJ0, 19
PNP VM0 XX0 VV TO0, 19
PNP VV PNP VB AV0, 19
CJS PNP VV AT0 NN, 19
VV AT0 AJ0 AJ0 NN, 19
CJS PNP VB VV TO0, 19
PNP VM0 VV AT0 AJ0, 19
TO0 VV DPS NN PRP, 19
CJS PNP VM0 XX0 VV, 19
CJC PNP VB VV TO0, 19
VDB XX0 VV TO0 VV, 19
PNP VM0 XX0 VV AT0, 19
PNP VB VV PRP AT0, 19
AJ0 NN PRF AT0 NN, 19
PNP VB AV0 AT0 NN, 19
DT0 VB AT0 AJ0 NN, 19
PNP VHB VV AT0 AJ0, 19
VV AT0 NN NN PRP, 19
VM0 VV AT0 AJ0 NN, 19
CJC PNP VV TO0 VV, 19
CJC PNP VB AV0 AJ0, 18
AV0 VV AT0 AJ0 NN, 18
PRP AT0 NN TO0 VV, 18
VM0 VV AT0 NN PRP, 18
AV0 PNP VM0 VV PNP, 18
AV0 PNP VB VV TO0, 18
AV0 VV TO0 VV PNP, 18
AJ0 NN PRP DPS NN, 18
NN VV PRP AT0 NN, 18
VV TO0 VHI TO0 VV, 18
PNP VDB XX0 VV AVQ, 18
PNP VV AT0 NN PRP, 18
NN PRP DT0 PRF NP0, 18
PNP VDB XX0 VV DT0, 18
XX0 VV TO0 VV PNP, 18
DT0 NN PRP AT0 NN, 17
VV PNP VB AT0 AJ0, 17
PNP VB VV TO0 VHI, 17
CJS PNP VV DPS NN, 17
PNP VM0 AV0 VV AVP, 17
NN PNP VB AV0 AJ0, 17
AV0 VV AT0 NN PRP, 17
VV PNP VV TO0 VV, 17
PNP VDB XX0 VV AV0, 17
DTQ VB PNP VV TO0, 17
PNP VV AT0 NN NN, 17
VB AJ0 PRP AT0 NN, 17
NN PRP AT0 NN VV, 17
PNP VB AJ0 PNP VM0, 17
VB AV0 AT0 AJ0 NN, 17
VV AT0 NN PRP DPS, 17
VV AT0 AV0 AJ0 NN, 17
VV AT0 AJ0 NN PRF, 17
NN PNP VB VV TO0, 17
AT0 AJ0 CJC AJ0 NN, 17
PNP VV DPS NN NN, 17
DTQ VB PNP VV PRP, 17
VB PNP VV TO0 VV, 17
NN VB AT0 AJ0 NN, 17
VV AT0 NN PRF AT0, 17
NN PRF AT0 NN NN, 17
PNP VM0 XX0 AV0 VV, 17
VV AVP PRP DPS NN, 17
VV PRP AT0 NN CJC, 17
VM0 XX0 VV AT0 NN, 16
AT0 AJ0 NN PRF AT0, 16
PNP VV TO0 VV DPS, 16
PNP VB DPS AJ0 NN, 16
AV0 VV PRP AT0 NN, 16
PNP VB VV AT0 NN, 16
VV TO0 VV AVP PRP, 16
VB AJ0 TO0 VV PNP, 16
PNP VDB XX0 VV DTQ, 16
VB AV0 AJ0 TO0 VV, 16
VDB XX0 PNP VV PNP, 16
AT0 NN PNP VM0 VV, 16
PNP VB AT0 PNI PNQ, 16
NN PRP AT0 AJ0 AJ0, 16
VV TO0 VV PRP AT0, 16
PNP VHB VV AT0 NN, 16
TO0 VV DPS NN NN, 16
VV PNP VV AT0 NN, 16
PNP VV TO0 VV NN, 16
XX0 VV PNP TO0 VV, 16
PNP VB AV0 AJ0 TO0, 16
VV PNP VM0 XX0 VV, 16
AT0 AJ0 AJ0 NN NN, 16
AJ0 NN PRP AT0 AJ0, 16
CJC PNP VDB XX0 VV, 15
VM0 VV PNP PRP AT0, 15
PNP VV PNP VB AT0, 15
PNP VB AT0 NN PRP, 15
VM0 AV0 VV AT0 NN, 15
PNP VHB AV0 VV AT0, 15
NN PRP DPS AJ0 NN, 15
VB VV TO0 VHI TO0, 15
VV PNP PRP AT0 AJ0, 15
VV AT0 NN PRP PNP, 15
PNP VM0 VV PRP PNP, 15
PNP VM0 VV PNP VV, 15
PNP VV PNP VM0 VB, 15
VV AV0 NN VB AV0, 15
CJC PNP VB AV0 AV0, 15
VB PNP VV TO0 VDI, 15
AV0 PNP VV TO0 VV, 15
PNP VM0 AV0 VV AT0, 15
PNP VB AT0 NN PRF, 15
VHB VV AT0 AJ0 NN, 15
NN CJC PNP VM0 VV, 15
PNP VV TO0 VV AVP, 15
VV TO0 VV AT0 AJ0, 15
VB AT0 NN PRF NN, 15
AT0 NN CJS PNP VV, 15
VV DPS NN TO0 VV, 15
PNP PRP AT0 AJ0 NN, 15
NN AV0 PRP AT0 NN, 15
CJC PNP VV AT0 NN, 15
PNP VV DT0 AT0 NN, 14
AT0 NN PRP AT0 AJ0, 14
AV0 AJ0 TO0 VV PNP, 14
VV AVP NP0 VV AVP, 14
VB AT0 NN PRF AT0, 14
VDB XX0 VV AVQ PNP, 14
NN TO0 VV DPS NN, 14
VV TO0 VB AT0 NN, 14
NN VV AVP NP0 VV, 14
PRP AT0 NN CJC PNP, 14
VB VV TO0 VB AJ0, 14
VM0 VV DPS NN NN, 14
VM0 VV PRP AT0 NN, 14
VB AT0 AJ0 NN NN, 14
NN PRP DPS NN NN, 14
VV PNP VDB XX0 VV, 14
XX0 VV PRP AT0 NN, 14
VV PNP VB AV0 AJ0, 14
VB AJ0 TO0 VV AT0, 14
NN CJC PNP VV PNP, 14
PNP VB NN TO0 VV, 14
NN TO0 VV PRP AT0, 13
AV0 AJ0 NN PRP DT0, 13
PNP VB AT0 NN NN, 13
PNP VB VV TO0 VDI, 13
VB VV TO0 VV AVP, 13
VV PNP PRP DPS NN, 13
AJ0 NN CJC AJ0 NN, 13
VB AT0 AJ0 NN TO0, 13
AT0 NN PNP VB VV, 13
VB PNP AJ0 TO0 VV, 13
TO0 VV PRP DT0 NN, 13
VB AT0 AJ0 NN CJC, 13
AT0 NN PRF AJ0 NN, 13
AT0 NN PRF NN PRP, 13
VV TO0 VV PNP DT0, 13
PNP VV PNP AT0 NN, 13
AJ0 NN PRP DT0 PRF, 13
NN CJC PNP VB VV, 13
AJ0 TO0 VV AT0 NN, 13
VV AT0 NN PRP NN, 13
PNP VM0 VV PRP AT0, 13
VV AT0 AJ0 NN NN, 13
PNP VM0 VB AJ0 TO0, 13
PNP VM0 VV PNP VB, 13
NN PNP VM0 VV PNP, 13
NN PNP VHB AV0 VV, 13
VDB PNP VV TO0 VV, 13
DT0 VB XX0 AT0 NN, 13
VB AT0 AJ0 NN PRF, 13
AV0 AV0 AV0 AV0 AV0, 13
VV AVQ AJ0 PNP VB, 13
PNP AV0 VDB XX0 VV, 13
NN PNP VV TO0 VV, 13
PNP VB AT0 AV0 AJ0, 13
AT0 NN PNP VV PRP, 13
VV AV0 PRP AT0 NN, 13
VV PNP PNP VV PNP, 12
XX0 VV TO0 VV PRP, 12
TO0 VV DPS AJ0 NN, 12
PNP VM0 XX0 VV DT0, 12
PNP VB AT0 AJS NN, 12
PRP AT0 AJ0 NN PRP, 12
PNP VV DTQ PNP VB, 12
VDB XX0 VV PNP VV, 12
NN VV AT0 AJ0 NN, 12
VV DPS NN CJC VV, 12
VB VV PRP DPS NN, 12
VV AVP AV0 CJC VV, 12
DPS NN TO0 VV AT0, 12
CJC PNP VB XX0 VV, 12
VV TO0 VV PNP AVP, 12
PNP VHB AT0 AJ0 NN, 12
PRP NN PRP AT0 NN, 12
PNP VB AV0 AV0 VV, 12
VHB AV0 VV AT0 NN, 12
VDB XX0 VV PRP PNP, 12
CJS PNP VB AV0 AJ0, 12
PNP VDB XX0 VV NN, 12
EX0 VB AT0 NN PRP, 12
VV TO0 VV PNP AV0, 12
PNP VV DPS NN PRP, 12
NN VV TO0 VV PNP, 12
ITJ PNP VDB XX0 VV, 12
PNP VDB XX0 VHI NN, 12
AJ0 NN CJC PNP VV, 12
VV AT0 NN POS NN, 12
PNP VB AV0 TO0 VV, 12
DPS NN CJC PNP VB, 12
AV0 CJS PNP VM0 VV, 12
VV PNP AT0 AJ0 NN, 12
AT0 AJ0 NN PRP DT0, 12
AV0 AT0 AJ0 AJ0 NN, 12
VM0 XX0 VV PNP AV0, 12
AT0 AJ0 NN PRP NN, 12
PNP VB VV DPS NN, 12
PNP VV DPS NN VV, 12
VB AV0 AJ0 PRP PNP, 12
NN VV AT0 NN PRF, 12
CJS PNP VM0 AV0 VV, 12
VV DPS NN PRP NN, 12
TO0 VV DT0 NN PRP, 12
AV0 TO0 VV AT0 NN, 12
PNP VV PNP DT0 NN, 12
VB AT0 AJS NN AV0, 12
PNP VV PNP VM0 VHI, 12
NN PRF NN CJC NN, 12
VV DT0 NN PRP AT0, 12
AV0 AV0 PNP VM0 VV, 12
PNP VV DT0 AJ0 NN, 12
VB VV TO0 VV NN, 12
AT0 AJ0 NN POS NN, 12
AT0 NN PRF AT0 AJ0, 11
AV0 PNP VHB TO0 VV, 11
VV DPS NN PRP PNP, 11
VV TO0 VV PNP NN, 11
PRP AT0 NN CJS PNP, 11
AT0 AJ0 NN PNP VV, 11
PNP PRP AT0 NN NN, 11
VB AT0 AJ0 AJ0 NN, 11
AJ0 NN TO0 VV AT0, 11
AT0 NN TO0 VV AT0, 11
AT0 AJ0 NN PRF NP0, 11
VV AT0 NN PNP VV, 11
PNP VV PNP PRP AT0, 11
VV PNP TO0 VV PNP, 11
AT0 AJ0 NN PRP NP0, 11
PNP VV AT0 NN VV, 11
NN VB AT0 AJS NN, 11
DT0 VB AT0 AJS NN, 11
AT0 NN PRF NN NN, 11
AV0 VV PRP DPS NN, 11
AV0 AV0 PRP AT0 NN, 11
PNP VV TO0 VV AV0, 11
CJC PNP VV PNP VM0, 11
TO0 VV DT0 AJ0 NN, 11
VB VV TO0 VV AV0, 11
VV DPS NN NN PRP, 11
VV AT0 NN NN NN, 11
AV0 AJ0 PRP AT0 NN, 11
CJC PNP VM0 VV PNP, 11
VM0 VB AT0 AJ0 NN, 11
VV DPS AJ0 NN NN, 11
AJ0 TO0 VV DPS NN, 11
PNP VV PNP AV0 VV, 11
PRP AT0 NN NN PRP, 11
AT0 AJ0 NN PRP PNP, 11
AV0 VV PNP AT0 NN, 11
PNP VV PNP VV AT0, 11
AVQ VM0 PNP VV PNP, 11
VB AT0 AJ0 NN PRP, 11
VV DPS NN CJC PNP, 11
PNP VHB VB VV PRP, 11
PNP VM0 VV AVP PRP, 11
AV0 VV PNP PRP AT0, 11
AV0 VV DPS AJ0 NN, 11
AT0 AV0 AJ0 NN PRF, 11
PNP VM0 VHI TO0 VV, 11
VM0 VV AT0 NN NN, 11
VDB XX0 VV AT0 NN, 11
VDB XX0 VV DT0 NN, 11
DPS NN CJC PNP VV, 11
VV PNP CJS PNP VV, 11
PRP AT0 AV0 AJ0 NN, 11
VM0 VB AJ0 TO0 VV, 11
VV AT0 AJ0 NN AV0, 11
VB AV0 AT0 AJ0 AJ0, 11
VV PNP VM0 VV DT0, 11
PNP VV AT0 NN PNP, 11
PNP VV CJT PNP VV, 11
VDB PNP VV PNP VB, 11
VV PNP VB VV PRP, 11
VV PNP VM0 AV0 VV, 11
AT0 NN PRF NN AV0, 10
VV TO0 VV NN PRP, 10
AT0 AJ0 NN CJC PNP, 10
DPS AJ0 NN PRP AT0, 10
XX0 VV PNP VM0 VV, 10
VB PRP AT0 NN NN, 10
NN TO0 VV DT0 NN, 10
PNP VHB TO0 VV PNP, 10
TO0 VV AVP AT0 NN, 10
NN VV PRP AT0 AJ0, 10
PNP VV DPS NN CJC, 10
PNP VV PNP VB XX0, 10
AV0 PNP VM0 XX0 VV, 10
PNP VM0 XX0 VB AV0, 10
PNP VM0 VB AV0 AJ0, 10
VB AV0 AJ0 PRF PNP, 10
PNP VB AT0 AJ0 AJ0, 10
PRF AT0 NN NN NN, 10
VV DPS NN CJS PNP, 10
PNP VV PNP PNP VV, 10
PNP VB AV0 PRP NN, 10
VDB XX0 VHI DT0 NN, 10
AT0 AV0 AJ0 NN PNP, 10
NN PRP AT0 NN PRP, 10
PNP VB AJ0 TO0 VB, 10
VM0 VV AT0 NN PRF, 10
PNP VB AJ0 PNP VV, 10
AV0 VV AT0 NN PRF, 10
VV AT0 NN PRP NP0, 10
PNP VB AV0 AJ0 NN, 10
AV0 PRP AT0 AJ0 NN, 10
VB AT0 NN TO0 VV, 10
DTQ VDB PNP VV PNP, 10
VB AT0 PNI PNQ VV, 10
AJ0 NN PRP DT0 NN, 10
VV PNP AVP PRP AT0, 10
AV0 PNP VB AT0 NN, 10
PNP VV CJS PNP VB, 10
AT0 AJ0 AJ0 AJ0 NN, 10
TO0 VV PRP DPS NN, 10
AT0 NN PRP DT0 NN, 10
VM0 PNP VV TO0 VV, 10
VV TO0 VB DPS NN, 10
VV PRP AT0 AJ0 AJ0, 10
PNP VV DT0 NN PRP, 10
VB PRP AT0 AJ0 NN, 10
PRP AT0 NN PRP NN, 10
AV0 PNP VM0 AV0 VV, 10
VDB XX0 VV PNP VM0, 10
PNP VM0 XX0 VV NN, 10
AT0 NN TO0 VV PNP, 10
NN TO0 VV AT0 AJ0, 10
PNP VB AJ0 CJC AJ0, 10
VV TO0 VV PRP DT0, 10
PNP VM0 XX0 VV DPS, 10
PRP AT0 NN PNP VV, 10
TO0 VV PNP PRP DPS, 10
AV0 PNP VM0 VV AT0, 10
VB DT0 AT0 AJ0 NN, 10
UNC UNC UNC UNC UNC, 10
VV DTQ PNP VB VV, 10
AT0 NN NN PRP AT0, 10
VB AV0 AV0 AJ0 PRP, 10
CJC PNP VV PNP VV, 10
DTQ VB PNP VDG AV0, 10
NN CJC NN CJC NN, 10
PRP AT0 NN AV0 AV0, 10
AT0 NN TO0 VV PRP, 10
VV AT0 NN AV0 AV0, 10
PNP VB VV PRP NN, 10
NN VB AV0 AV0 AJ0, 10
PRP AT0 NN PNP VB, 10
DT0 VB AT0 NN NN, 10
VB VV TO0 VB AV0, 10
AJ0 PNP VM0 VV PNP, 10
DT0 VB AVQ PNP VV, 10
NN NN TO0 VV AT0, 10
VV PRP AT0 NN AV0, 10
AV0 VV TO0 VV DT0, 10
PRP AT0 NN CJC VV, 10
CJC PNP VV PNP VB, 10
VM0 VV PNP AVP PRP, 10
VB DPS NN CJC PNP, 9
AT0 AJ0 AJ0 NN PRP, 9
VB AT0 NN PRP NN, 9
VV DT0 NN TO0 VV, 9
VV AT0 NN PRP DT0, 9
NN NN PRP AT0 AJ0, 9
AT0 AJ0 AJ0 NN PRF, 9
PNP VDB XX0 VV AT0, 9
PNP VM0 VV PNP AT0, 9
VV PNP TO0 VV AV0, 9
TO0 VV PNP TO0 VV, 9
VB AJ0 PNP VM0 VV, 9
CJT PNP VM0 XX0 VV, 9
TO0 VV PNP AT0 NN, 9
AJ0 PRP AT0 AJ0 NN, 9
PNP AV0 VV AVP PRP, 9
AV0 VV TO0 VV DPS, 9
VV PRP DPS NN PRP, 9
NN PNP VM0 AV0 VV, 9
CJS CJS PNP VDB XX0, 9
VV PNP VV DT0 NN, 9
AVQ PNP VV TO0 VV, 9
PNP VM0 VB AT0 AJ0, 9
NN PRP AT0 NN PNP, 9
NN NN PNP VM0 VV, 9
PNP VM0 AV0 AV0 VV, 9
CJS PNP VB DPS NN, 9
VM0 XX0 VV PNP VV, 9
NN PNP VV AT0 NN, 9
AT0 NN VM0 VV PRP, 9
VV AVQ PNP VM0 VV, 9
AV0 VV AT0 NN NN, 9
VM0 AV0 VV DPS NN, 9
PRP DPS AJ0 NN NN, 9
VB VV TO0 VV DT0, 9
PRP DPS AJ0 AJ0 NN, 9
NN CJC VV AT0 NN, 9
PNP VHB AV0 VV PNI, 9
VM0 VV PNP AT0 NN, 9
VB AT0 NN PRP DT0, 9
DT0 VB DTQ PNP VB, 9
VB AT0 AJ0 NN AV0, 9
PNP VB PRP AT0 AJ0, 9
AT0 NN CJC PNP VV, 9
AT0 NN PRF NN CJC, 9
VV DT0 AT0 NN PRP, 9
PNP VV AVQ PNP VV, 9
NN PNP VB VV PRP, 9
VV TO0 VB AV0 AJ0, 9
NN CJC VV DT0 NN, 9
PNP VV AT0 NN VB, 9
AT0 AV0 AJ0 NN AV0, 9
AT0 NN VV AT0 NN, 9
PNP AV0 VV DPS NN, 9
VV PRP DPS NN NN, 9
AVQ VDD PNP VV PRP, 9
PNP VB VV AV0 AV0, 9
PNP VB XX0 VV PNP, 9
NN CJC PNP VM0 XX0, 9
PNP VV PNP PNP VB, 9
PNP VDB XX0 VHI DT0, 9
PNP VHB TO0 VV PRP, 9
VV DT0 AJ0 NN NN, 9
AV0 VV TO0 VV NN, 9
DT0 NN PRF AJ0 NN, 9
VV PNP VM0 VB AJ0, 9
AT0 NN PRP AJ0 NN, 9
VV PNP VM0 VV AT0, 9
VM0 XX0 VV DPS NN, 9
VB AT0 NN PNP VB, 9
TO0 VV PNP PRP AT0, 9
VV AT0 NN NN VV, 9
NN CJC CJS PNP VV, 9
VV DT0 AJ0 AJ0 NN, 9
DT0 VB DPS NN NN, 9
NN CJC PNP VV TO0, 9
NN PNP VM0 XX0 VV, 9
PNP VB AV0 AJ0 CJC, 9
NN NN CJS PNP VV, 9
VV PRP PNP CJC VV, 9
PNP VB XX0 VV PRP, 9
PNP VDB XX0 VHI TO0, 9
AV0 PRP AT0 NN NN, 8
PNP VV PNP VHB VV, 8
NN CJC AT0 AJ0 NN, 8
ITJ PNP VV DPS NN, 8
VM0 VV DPS AJ0 NN, 8
AT0 AJ0 NN CJS PNP, 8
NN PRF AT0 NN CJC, 8
AT0 AJ0 NN PRP DPS, 8
NN PNP VHB VV TO0, 8
VV AT0 NN CJC VV, 8
PNP VV CJT PNP VB, 8
CJC PNP VM0 VV AT0, 8
AT0 AJS NN PRP NP0, 8
PNP AVP PRP AT0 NN, 8
PNP VDB XX0 VV CJS, 8
PNP VB AJ0 CJC PNP, 8
AV0 VDB XX0 VV PNP, 8
CJS PNP VM0 VV AT0, 8
VV AT0 AJ0 NN CJC, 8
PNP VM0 AV0 VV DT0, 8
PNP VM0 VB AJ0 PRP, 8
NN VB VV PRP AT0, 8
VHB AT0 AV0 AJ0 NN, 8
PNP VV PNP VM0 AV0, 8
AT0 NN VV PRP AT0, 8
DPS NN TO0 VV PNP, 8
DTQ PNP VB VV TO0, 8
AJ0 NN PRF NN CJC, 8
PNP VDB XX0 VHI AT0, 8
VV DPS NN AV0 AV0, 8
AT0 NN NN NN NN, 8
ITJ ITJ ITJ ITJ ITJ, 8
XX0 VV AT0 NN PRP, 8
DT0 VB VV TO0 VB, 8
VV PRP DT0 AJ0 NN, 8
AT0 NN PNP VHB VV, 8
CJS PNP VV PNP PRP, 8
AV0 VV TO0 VV AVP, 8
PNP PRP DT0 AJ0 NN, 8
PNP VB AJ0 NN NN, 8
PNP VV DT0 NN TO0, 8
EX0 VB AT0 NN TO0, 8
AJ0 NN PRF AT0 AJ0, 8
VV AJ0 PRP AT0 NN, 8
AVQ VDD XX0 PNP VV, 8
VB AJ0 PNP VB AJ0, 8
PRP AT0 NN VV AT0, 8
PNP VV DT0 NN AV0, 8
PNP VB AJ0 AT0 NN, 8
XX0 VV AT0 AJ0 NN, 8
VB AT0 NN NN NN, 8
VV TO0 VV PRP NP0, 8
VV PNP VB AJ0 PRP, 8
PNP VM0 VHI VV PNP, 8
PRP AT0 NN PRF NP0, 8
AJ0 NN PNP VM0 VV, 8
PNP VB VV DT0 NN, 8
PNP VB AT0 NN CJC, 8
NN VB AJ0 TO0 VV, 8
VV PRP NN CJC NN, 8
VV PRP AT0 NN PNP, 8
NN VM0 VV AT0 NN, 8
NN PRP AT0 NN TO0, 8
AT0 AJ0 NN CJC AT0, 8
PNP VM0 AV0 VHI TO0, 8
PNP VM0 VV PNP AV0, 8
NN VB AV0 AT0 NN, 8
TO0 VV AT0 ORD NN, 8
VV DPS NN NN AV0, 8
PNP PRP AT0 NN PRP, 8
EX0 VB AT0 AJ0 NN, 8
NN PRP DT0 AJ0 NN, 8
AT0 NN NN PRP PNP, 8
NN AV0 VV AT0 NN, 8
NN CJS PNP VV PNP, 8
AJ0 PNP VM0 XX0 VV, 8
NN CJS PNP VB VV, 8
VDB XX0 VV CJS PNP, 8
VV PNP TO0 VV PRP, 8
AV0 CJS PNP VB VV, 8
NN NN CJC PNP VB, 8
DPS NN PRP AT0 AJ0, 8
DT0 NN PNP VB VV, 8
PRP AT0 NN AT0 NN, 8
PNP AV0 VV PNP VM0, 8
VV TO0 VV PNP DPS, 8
PNP VV DTQ PNP VV, 8
DPS AJ0 NN NN NN, 8
PNP VB XX0 AJ0 PRP, 8
VB AT0 AJS NN PRP, 8
VB VV TO0 VB AT0, 8
VB VV TO0 VV DPS, 8
AV0 AT0 NN PRF NN, 8
VB AJ0 TO0 VV DT0, 8
VM0 XX0 VB AV0 AJ0, 8
VV PRP PRP AT0 NN, 8
AV0 PNP VM0 VB AJ0, 8
TO0 VV AVP PRP AT0, 8
VV DPS NN NN NN, 8
AT0 NN NN VB VV, 8
AT0 NN VB AV0 AJ0, 8
PNP VV PNP VDB XX0, 8
VV DPS AJ0 AJ0 NN, 8
CJC AT0 NN VB VV, 8
VHB VV TO0 VV PRP, 8
VV DT0 AJ0 NN PRP, 8
VV PNP VB AJ0 TO0, 8
VB VV AT0 AJ0 NN, 8
DT0 VB DPS AJ0 NN, 8
VV PNP VM0 VB AT0, 8
PNP VV TO0 VB AJ0, 8
PNP VM0 VB AT0 NN, 8
VB PRP AT0 NN PRF, 8
PNP AV0 VHB TO0 VV, 8
DT0 AT0 NN PRP AT0, 8
PNP VHB VV DPS NN, 8
VV PNP AT0 NN NN, 8
VV AT0 NN CJS PNP, 8
AT0 NN PRF DT0 NN, 8
VV PNP PNP VM0 VV, 8
NN NN VV DPS NN, 8
AJ0 PRP AT0 NN NN, 8
VB AV0 TO0 VV PNP, 8
DT0 VB AT0 NN PRF, 8
VHB VV TO0 VV PNP, 8
XX0 VV TO0 VV AT0, 8
PNP VV DT0 NN NN, 8
AT0 NN TO0 VV AVP, 8
PNP VDD XX0 VV TO0, 8
VM0 VV TO0 VV PNP, 8
CJC PNP AV0 VV TO0, 8
NN PRP PRP DT0 NN, 8
VM0 AV0 VV PNP PRP, 7
AT0 NN NN CJC PNP, 7
VV TO0 VV PRP DPS, 7
VV DT0 NN PRP DT0, 7
AT0 NN VHZ VB VV, 7
PNP VV TO0 VV VV, 7
VDB XX0 VHI AT0 NN, 7
PRF NN PRP AT0 NN, 7
DPS NN PRP DPS NN, 7
VB AV0 AJ0 PRP NN, 7
VDB XX0 VV DTQ PNP, 7
PNP VM0 VV PNP CJC, 7
VV PNP VB AV0 AV0, 7
VB AJ0 TO0 VV DPS, 7
AV0 VV PNP VM0 VV, 7
VDD XX0 VV TO0 VV, 7
AT0 NN PNP AV0 VV, 7
AT0 AJ0 NN CJC NN, 7
DT0 NN PNP VHB VV, 7
VB AV0 AJ0 CJS PNP, 7
PNP VV PNP TO0 VB, 7
AJ0 NN CJC PNP VM0, 7
AT0 NN PRF NN PNP, 7
AVP PRP AT0 NN NN, 7
VV AT0 NN NN AV0, 7
PNP VV PNP VV DT0, 7
VV PNP VV PNP AV0, 7
VB VV PRP AT0 AJ0, 7
PRP DPS NN CJC PNP, 7
PNP VHB AV0 VV PNP, 7
PNP VV AT0 AJ0 AJ0, 7
VV DT0 PRF DPS NN, 7
VM0 AV0 VV AVP PRP, 7
VM0 XX0 VV PNP PRP, 7
VV AT0 AJ0 NN VV, 7
VV PNP CJS PNP VB, 7
CJC CJS PNP VV PNP, 7
AJ0 AJ0 AJ0 AJ0 NN, 7
PRP AT0 NN PRF DPS, 7
PNP VV PRP AT0 AJ0, 7
NN VV PNP PRP AT0, 7
CJC PNP VB VV PRP, 7
NN NN AV0 NN NN, 7
